
[0057]  [090]  []  []

-Z/17a/480/t1	            {ΓΑΛΗΝΟΥ 
-Z/17a/750/12	κόαμεν ἤδη περὶ τῆϲ κοινωνίαϲ τοῦ θώρακοϲ πρὸϲ τὰ γεννητικὰ μόρια. 
-Z/17a/750/13	τὰ μὲν οὖν κεφάλαια τῶν ϲυμβάντων αὐτῇ ταῦτ' ἐϲτίν. 
-Z/17a/750/14	  τῶν δὲ κατὰ μέροϲ ἐν τῇ προκειμένῃ ῥήϲει γεγραμμένων τὰ μὲν 
-Z/17a/750/15	<ὑδατόχολα> διαχωρήματα τινὲϲ μὲν διὰ τοῦ χ καὶ λ 〈καὶ ο〉 γράφουϲιν, 
-Z/17a/750/16	ἔνιοι δὲ διὰ τοῦ χ καὶ ο καὶ λ, <λεπτὰ> μὲν ὑπάρχειν αὐτά, καθάπερ καὶ 
-Z/17a/751/1	τὸ ὕδωρ ἐϲτὶ λεπτόν, ἐνδει|κνυμένων ἀμφοτέρων τῶν ὀνομάτων, ὑπηλ-
-Z/17a/751/2	λαγμένα δὲ κατὰ τὴν χρόαν, τὰ μὲν <ὑδατόχλοα> 〈τὴν〉 τῆϲ χλόηϲ 
-Z/17a/751/3	ἐμφαίνειν αὐτά, τὰ δ' <ὑδατόχολα> τῆϲ χολῆϲ. καὶ τρίτη δ' ἐϲτὶ γραφὴ 
-Z/17a/751/4	διὰ τοῦ χ καὶ ρ <ὑδατόχροα>, μήτ' ἐν τοῖϲ παλαιοῖϲ μήθ' ὅλωϲ ἐν 
-Z/17a/751/5	τοῖϲ ἀκριβέϲιν ἀντιγράφοιϲ εὑριϲκομένη, φανερῶϲ γ' οὖϲα μοχθηρά. τὰ 
-Z/17a/751/6	γὰρ <ὑδατώδη τῶν οὔρων> ἐν αὐτῷ τῷ τοιαῦτα λεχθῆναι καὶ τὴν 
-Z/17a/751/7	ϲύϲταϲιν ἐμφαίνει λεπτὴν καὶ τὴν χρόαν λευκήν. ἐχρήϲατο δ' 〈ἂν〉 ἐν 
-Z/17a/751/8	τῇ διηγήϲει τῆϲ ἀρρώϲτου τῆϲδε κακοζηλότερον τῇ λέξει ὁ <Ἱππο- 
-Z/17a/751/9	κράτηϲ>, καίτοι πολιτικῶϲ ἅπαντα τὰ κατὰ τὸ βιβλίον ἡρμηνευκώϲ. 
-Z/17a/751/10	γέγραπται δ' οὖν ἡ λέξιϲ οὕτωϲ· <πρὸϲ δὲ τὰ γεύματα ἀπο-
-Z/17a/751/11	νενοημένωϲ εἶχεν>, ὑπερβολὴν ἀνορεξίαϲ καὶ τοῦ πρὸϲ αὐτὰ μί-
-Z/17a/751/12	ϲουϲ ἐνδεικνυμένηϲ τῆϲ φωνῆϲ· ὅπερ ὅτι τῶν μοχθηρῶν ἐϲτι ϲημείων, 
-Z/17a/751/13	εἴρηται πολλάκιϲ. 
-Z/17a/751/14	  ἄξιον δὲ θαυμάϲαι καὶ πῶϲ οὐδὲν εἶπον οἱ περὶ τὸν <Ϲαβῖνον> 
-Z/17a/751/15	εἰϲ τοὺϲ προϲκειμένουϲ χαρακτῆραϲ ἑκάϲτῳ τῶν ἀρρώϲτων, ὑπὲρ ὧν 
-Z/17a/751/16	ἐγὼ μὲν ἱκανῶϲ ἐν τῷ δευτέρῳ τῶν ὑπομνημάτων διελθὼν οὐκέτι 
-Z/17a/751/17	δέομαι μνημονεύειν αὐτῶν. ὅ γε μὴν 〈<Ζεῦξιϲ>〉 ἐφ' ἑκάϲτου τῶν 
-Z/17a/752/1	ἀρρώϲτων προχειριζό|μενοϲ ἐξελέγχειν πειρᾶται τὴν μοχθηρίαν τῶν 
-Z/17a/752/2	ἐξηγηϲαμένων αὐτούϲ. 
-Z/17a/752/2	 
-Z/17a/752/3	  <Τρίτοϲ ἄρρωϲτοϲ. Ἐν Θάϲῳ 
-Z/17a/752/4	Πυθίωνα, ὃϲ κατέκειτο ὑπεράνω τοῦ Ἡρακλείου, ἐκ πό-
-Z/17a/752/5	νων καὶ κόπων καὶ διαίτηϲ γενομένηϲ ἀμελέοϲ ῥῖγοϲ μέγα 
-Z/17a/752/6	〈καὶ〉 πυρετὸϲ ὀξὺϲ ἔλαβε,> καὶ τἄλλα τὰ ἐφεξῆϲ ἄχρι τῆϲ ἀρχῆϲ 
-Z/17a/752/7	τοῦ τετάρτου ἀρρώϲτου. 
-Z/17a/752/7	 
-Z/17a/754/1	  Καὶ τούτου πάνθ' εὑρήϲειϲ ἀπ' ἀρχῆϲ τά τε ϲυμπτώματα καὶ τὰ 
-Z/17a/754/2	ϲημεῖα θανατώδη γενόμενα καὶ τοὺϲ παροξυϲμοὺϲ <ἐν ἀρτίαιϲ>, ὡϲ 
-Z/17a/754/3	αὐτὸϲ ὁ <Ἱπποκράτηϲ> ἐπεϲημήνατο, προϲθεὶϲ τῇ τῆϲ <δεκάτηϲ> ἡμέ-
-Z/17a/754/4	ραϲ διηγήϲει, καθ' ἣν <ἀποθανεῖν> αὐτὸν ἔφη, <ἐν ἀρτίῃϲιν οἱ 
-Z/17a/754/5	πόνοι τούτῳ>. καὶ γὰρ ὁ θάνατοϲ ὑποπέπτωκε τῷ γενικῷ ϲημαινο-
-Z/17a/754/6	μένῳ τῆϲ κρίϲεωϲ, ὡϲ ἐδείχθη. πεφύλακται δὲ κἀπὶ τούτου τοῦ ἀρρώ- 
-Z/17a/754/7	ϲτου τὸ τὰϲ κρίϲειϲ γίνεϲθαι τοὐπίπαν, ἐν αἷϲ <οἱ πόνοι> μείζουϲ· <ἐν 
-Z/17a/754/8	ἀρτίαιϲ> γὰρ αὐτῶν γενομένων ἠκολούθηϲε καὶ ὁ θάνατοϲ <ἐν ἀρτίᾳ>. 
-Z/17a/754/9	  γέγραπται δ' ἐν τῇ διηγήϲει τῶν ϲυμβάντων αὐτῷ δύο ταῦτα 
-Z/17a/754/10	δεόμενά τινοϲ ἐξηγήϲεωϲ. ἔϲτι δ' αὐτῶν τὸ μὲν ἕτερον περὶ τῆϲ ἀνα-
-Z/17a/754/11	πνοῆϲ, 〈τὸ δ' ἕτερον περὶ τῆϲ φωνῆϲ.〉 <βραχύπνουϲ> μὲν γὰρ ἐν τῇ 
-Z/17a/754/12	<τῆϲ δευτέραϲ ἡμέραϲ> διηγήϲει γέγραπται, <λεπτὸν> δὲ <πνεῦμα 
-Z/17a/754/13	καὶ μινυθῶδεϲ> ἔχειν ἐν τῇ τῆϲ <ὀγδόηϲ>. ἔμαθεϲ δ' ἔν τε τῷ πρώτῳ 
-Z/17a/754/14	Περὶ δυϲπνοίαϲ κἀν τῷ δευτέρῳ τῶν εἰϲ τὸ Προγνωϲτικὸν ὑπομνη-
-Z/17a/754/15	μάτων, ἔνθα τὴν ῥῆϲιν ἐξηγούμην τήνδε· “πνεῦμα δὲ πυκνὸν μὲν ἐὸν 
-Z/17a/754/16	πόνον ϲημαίνει ἢ φλεγμονὴν ἐν τοῖϲιν ὑπὲρ τῶν φρενῶν χωρίοιϲιν”, 
-Z/17a/755/1	ὡϲ ἐϲτὶ τὸ ϲμικρὸν ἅμα καὶ | ἀραιὸν πνεῦμα ψυχομένηϲ ἤδη καὶ νε-
-Z/17a/755/2	κρουμένηϲ τῆϲ ζωτικῆϲ δυνάμεωϲ γιγνόμενον, ὃ διά τινοϲ τῶν ἀχω-
-Z/17a/755/3	ρίϲτων ϲυμπτωμάτων ἐδήλωϲεν εἰπών· “ψυχρὸν δ' ἐκπνεόμενον ἐκ 
-Z/17a/755/4	τῶν ῥινῶν καὶ τοῦ ϲτόματοϲ ὀλέθριον κάρτα ἤδη γίνεται.” τοῦτο γοῦν 
-Z/17a/755/5	ἡγητέον αὐτὸν καὶ νῦν εἰρηκέναι κατὰ μὲν <τὴν δευτέραν ἡμέραν 
-Z/17a/755/6	βραχὺ 〈πνεῦμα> γράψαντα〉, κατὰ δὲ <τὴν ὀγδόην λεπτὸν καὶ 
-Z/17a/755/7	μινυθῶδεϲ>. ἔϲτι μὲν γάρ τι καὶ ἄλλο <πνεῦμα βραχύ> τε ἅμα καὶ 
-Z/17a/755/8	πυκνόν, ὀδύνην ϲημαῖνον, ὡϲ ἐδείκνυμεν, ἤτοι γε ἐν τοῖϲ ἀναπνευ-
-Z/17a/755/9	ϲτικοῖϲ μορίοιϲ ἢ τοῖϲ παρακειμένοιϲ αὐτοῖϲ. ἀλλ' ἐὰν ἀμφότερα παρα-
-Z/17a/755/10	βάλῃϲ ἀλλήλοιϲ, βραχύτερον πολὺ τὸν ἔξωθεν εἰϲελκόμενον ἀέρα κατὰ 
-Z/17a/755/11	τὸ ἕτερον εὑρήϲειϲ, ὃ ϲμικρὸν ἅμα καὶ ἀραιὸν ἔφην γίγνεϲθαι. τὸ γὰρ  
-Z/17a/755/12	πρὸϲ τῷ βραχεῖ πυκνὸν ἀναπληροῖ τῇ ϲυνεχείᾳ τὸ καθ' ἑκάϲτην εἰϲ-
-Z/17a/755/13	πνοὴν ἐνδεέϲ, ὡϲ οἱ ϲυνεχῶϲ πίνοντεϲ βραχύ. καὶ γὰρ τούτων βραχυ-
-Z/17a/755/14	πόταϲ γ' ἐρεῖϲ, ὅϲοι καὶ βραχὺ καὶ διὰ πολλοῦ πίνουϲιν. εἰ δέ τιϲ 
-Z/17a/755/15	βραχὺ μέν, ἀλλὰ ϲυνεχῶϲ γε πίνοι, τοῦτον ἁπλῶϲ οὐκ ἂν εἴποιϲ βρα-
-Z/17a/755/16	χυπότην, ἀλλὰ κατὰ βραχὺ πίνοντα. κατὰ τὸν αὐτὸν οὖν τρόπον ὁ 
-Z/17a/756/1	κυρίωϲ ὀνομαζόμενοϲ <βραχύ|πνουϲ> καθ' ἑκάϲτην εἰϲπνοὴν οὐ βραχὺ 
-Z/17a/756/2	μόνον, ἀλλὰ καὶ διὰ πολλοῦ χρόνου τὸν ἔξωθεν ἀέρα διὰ τοῦ λάρυγγοϲ 
-Z/17a/756/3	ἐπιϲπᾶται. τάχ' οὖν ζητήϲειϲ, κατὰ τί προειρηκὼϲ ὁ <Ἱπποκράτηϲ> 
-Z/17a/756/4	ἐν τῇ πρώτῃ τῶν ἡμερῶν <πυρετὸν ὀξὺν> γεγονέναι τῇ <δευτέρᾳ 
-Z/17a/756/5	βραχύπνουν> ἔφη τὸν ἄνθρωπον εἶναι (δέδεικται γὰρ ἡμῖν ἐν τοῖϲ 
-Z/17a/756/6	ϲφοδροτάτοιϲ πυρετοῖϲ πνεῦμα μέγα καὶ πυκνὸν γινόμενον), τότε 
-Z/17a/756/7	φήϲομεν· ἐν μὲν τῇ πρώτῃ τῶν ἡμερῶν τὸ διὰ τοὺϲ ϲηπομένουϲ χυ-
-Z/17a/756/8	μοὺϲ ἀναφθὲν πυρετῶδεϲ θερμὸν αὐτὸ μὲν διεφορήθη, κατελείφθη δὲ 
-Z/17a/756/9	τὸ ἔμφυτον μόνον ἀϲθενὲϲ ὑπάρχον, ὡϲ ἤδη ϲβέννυϲθαι, πρὶν αὖθιϲ 
-Z/17a/756/10	ἀναφθῆναι τὸ πυρετῶδεϲ θερμόν, οἷον ζεϲάντων τῶν ϲηπομένων χυ-
-Z/17a/756/11	μῶν, ἡ 〈δὲ〉 <δευτέρα> τῶν ἡμερῶν ἤνεγκε τὸ τῆϲ <ψύξεωϲ> ἐπι-
-Z/17a/756/12	κρατούϲηϲ ϲημεῖον. ἀπόδειξιϲ δὲ τούτου μεγίϲτη· τηνικαῦτα γὰρ <βρα-
-Z/17a/756/13	χύπνουν> αὐτὸν γεγονέναι φηϲὶ καὶ <κατεψῦχθαι>. γράφει γοῦν ἐπὶ 
-Z/17a/756/14	τῆϲ δευτέραϲ ἡμέραϲ ὧδε· <δευτέρῃ περὶ μέϲον ἡμέρηϲ ψῦξιϲ 
-Z/17a/756/15	ἀκρέων, τὰ περὶ χεῖραϲ καὶ κεφαλὴν μᾶλλον, ἄναυδοϲ, 
-Z/17a/756/16	ἄφωνοϲ, βραχύπνοοϲ ἐπὶ χρόνον πολύν>. ἐπὶ δὲ τῆϲ ὀγδόηϲ 
-Z/17a/757/1	πάλιν τάδε γράφει· <ὀγδόῃ | πρωὶ μὲν ἐκοιμήθη μικρά, ταχὺ 
-Z/17a/757/2	δὲ ψῦξιϲ, ἀφωνίη, λεπτὸν πνεῦμα καὶ μινυθῶδεϲ>, ἔνθα μοι 
-Z/17a/757/3	καὶ τούτῳ πρόϲϲχεϲ τὸν νοῦν, 〈ὅτι〉, ὁπηνίκα κατεψύχθη μετὰ τῆϲ 
-Z/17a/757/4	κακοπνοίαϲ, καὶ τὴν <ἀφωνίαν> αὐτῷ γεγονέναι φηϲί, καὶ αὐτὴν εἰω-
-Z/17a/757/5	θυῖαν πολλάκιϲ ἐπὶ νεκρώϲει τῆϲ φύϲεωϲ γίγνεϲθαι. καὶ κατὰ τὴν 
-Z/17a/757/6	<τετάρτην> 〈δ'〉 ἡμέραν ἡνίκα γράφει· <ψῦξιϲ, ἄναυδοϲ, ἄφωνοϲ,  
-Z/17a/757/7	ἐπὶ τὸ χεῖρον>, ἐμφαίνει διὰ τῆϲ <ἐπὶ τὸ χεῖρον> προϲθήκηϲ καὶ 
-Z/17a/757/8	τότε <βραχύπνουν> αὐτὸν γεγονέναι. 
[0057]  [090]  []  []

-Z/17a/757/9	  καταλείπεται τοίνυν ἔτι τοῦθ' ἡμῖν ἐξηγήϲαϲθαι, διὰ τί προειπὼν 
-Z/17a/757/10	<ἄναυδοϲ> ἐπήνεγκεν <ἄφωνοϲ>. ἔϲτι δὲ καὶ τούτου λόγοϲ τοιοῦτοϲ· 
-Z/17a/757/11	τὴν <αὐδὴν> οὔτε πᾶν τὸ τῆϲ ἀκοῆϲ ἴδιον αἰϲθητὸν <οἱ παλαιοὶ> φαί-
-Z/17a/757/12	νονται καλοῦντεϲ οὔτ' ἐκεῖνο τὸ εἶδοϲ αὐτῆϲ μόνον, ὅϲον ἐκπέμπεται 
-Z/17a/757/13	κατὰ προαίρεϲιν τοῦ ζῴου διὰ τοῦ ϲτόματοϲ, ἐν ᾧ περιέχεται καὶ τὸ 
-Z/17a/757/14	κλαίειν καὶ τὸ ϲυρίττειν, οἰμώζειν τε καὶ βήττειν ὅϲα τἄλλα τοι-
-Z/17a/757/15	αῦτα, μόνην δὲ τὴν ἀνθρώπου <φωνήν>, καθ' ἣν διαλεγόμεθα πρὸϲ 
-Z/17a/757/16	ἀλλήλουϲ, <αὐδὴν> ὀνομάζουϲιν. οὕτω γοῦν καὶ ὁ <ποιητήϲ>, ἡνίκ' 
-Z/17a/757/17	ἐποίηϲε τοῖϲ ἰδίοιϲ ἵπποιϲ διαλεγόμενον τὸν <Ἀχιλλέα>, τηνικαῦτά | 
-Z/17a/758/1	φηϲι τὸν ἕτερον αὐτῶν ἀμείψαϲθαι λόγοιϲ χρηϲάμενον ἀνθρωπίνῃ 
-Z/17a/758/2	διαλέκτῳ. 
-Z/17a/758/3	  <Αὐδήεντα>, γάρ φηϲιν, ἔθηκε θεὰ λευκώλενοϲ. Ἥρη, 
-Z/17a/758/4	οὐχ ὡϲ <ἄφωνον> ὄντα πρότερον οὐδ' ὡϲ οὐκ ἔχοντα τὴν κοινὴν τῶν 
-Z/17a/758/5	ἵππων <φωνήν>, ἀλλ' ὡϲ οὐ 〈τὴν〉 ὀνομαζομένην <αὐδὴν> ἐκείνων. οὕτωϲ 
-Z/17a/758/6	οὖν καὶ θεὸν <αὐδήεϲϲαν> εἴρηκε τὴν ἀνθρωπίνῃ διαλέκτῳ χρωμένην, 
-Z/17a/758/7	ὅτι καὶ αὐτὴν ἀνθρωποειδῆ φηϲιν εἶναι, μὴ πάντων τῶν θεῶν τοιούτων 
-Z/17a/758/8	ὑπαρχόντων. ἐναργῶϲ γοῦν ἥλιοϲ καὶ ϲελήνη καὶ τὰ λοιπὰ τῶν ἄϲτρων 
-Z/17a/758/9	ἀποκεχώρηκε πάμπολυ τῆϲ τῶν ἀνθρώπων ἰδέαϲ. καὶ ὁ <Ἱπποκρά-
-Z/17a/758/10	τηϲ> οὖν τὸ <ἄναυδον> μὲν εἶπεν ἐπὶ τοῦ μὴ δυναμένου διαλέγεϲθαι, 
-Z/17a/758/11	τὸ δ' <ἄφωνον> ἐπὶ τοῦ μηδ' οἰμῶξαι μηδὲ βοῆϲαι δυναμένου. δῆλον 
-Z/17a/758/12	δ' ἐϲτὶ τὸ τοιοῦτον μοχθηρότερον εἶναι τῆϲ ὡϲ ἂν εἴποι τιϲ <ἀναυ-
-Z/17a/758/13	δίαϲ>. οἷϲ γοῦν ἡ γλῶττα μόνη παραλέλυται, φωνεῖν μὲν μέγιϲτον 
-Z/17a/758/14	ἐνίοτε δύνανται, διαλέγεϲθαι δ' οὐ δύνανται. εἰ δὲ μηδὲ φωνεῖν οἷοί 
-Z/17a/759/1	τε | εἶεν, ἐϲχάτηϲ νεκρώϲεώϲ ἐϲτι τὸ τοιοῦτον γνώριϲμα τῶν οὕτωϲ 
-Z/17a/759/2	ἐχόντων, μήτ' οἰμωζόντων μήτε ϲτεναζόντων μήθ' ὅλωϲ μηδὲν φθέγ-
-Z/17a/759/3	γεϲθαι δυναμένων. <Ϲαβῖνοϲ> δὲ κατὰ ταὐτὰ τοῖϲ ἄλλοιϲ τὸν μὲν οὐδ' 
-Z/17a/759/4	ὅλωϲ ἔχοντα φωνὴν οὐδεμίαν <ἄναυδον> εἰρῆϲθαι νομίζει, τὸ δ' <ἄφω- 
-Z/17a/759/5	νον> ἐν ἴϲῳ τῷ ἀπόπληκτον ὑπὸ τοῦ <Ἱπποκράτουϲ> γεγράφθαι 
-Z/17a/759/6	φηϲίν, ὥϲπερ οὐ δυναμένου καλέϲαι τὸν οὕτω διακείμενον ἀπόπληκτον. 
-Z/17a/759/7	οὐ μὴν οὐδὲ τἄλλα τὰ κατὰ 〈ταύτην〉 τὴν διάθεϲιν εἰρημένα ϲυνᾴδει 
-Z/17a/759/8	τῷ γεγονέναι τὸν προκείμενον ἄρρωϲτον ἀπόπληκτον. 
-Z/17a/759/8	 
-Z/17a/759/9	  <Τέταρτοϲ ἄρρωϲτοϲ. Ὁ φρε-
-Z/17a/759/10	νιτικὸϲ τῇ πρώτῃ κατακλινεὶϲ ἤμεϲεν ἰώδεα, πολλά, 
-Z/17a/759/11	λεπτά,> καὶ τἄλλα τὰ 〈ἐφ〉εξῆϲ ἄχρι τῆϲ ἀρχῆϲ τοῦ πέμπτου ἀρρώϲτου. 
-Z/17a/759/11	 
-Z/17a/759/12	  Οὗτοϲ ὁ ἄρρωϲτοϲ ὀξυτάτηϲ <φρενίτιδόϲ> ἐϲτι παράδειγμα κατὰ 
-Z/17a/759/13	τὴν <πρώτην> ἡμέραν εὐθέωϲ ϲυνειϲβαλούϲηϲ τῷ <πυρετῷ>. καὶ πάν-
-Z/17a/759/14	ταϲ γε ἐθεαϲάμην ἐντὸϲ τῆϲ ἑβδόμηϲ ἡμέραϲ ἀποθανόνταϲ τοὺϲ οὕτω 
-Z/17a/759/15	φρενιτίϲανταϲ. ὀλίγοι δὲ πάνυ καὶ ϲπάνιοι ταύτην ὑπερέβαλον. ἄξιον 
-Z/17a/759/16	δὲ θαυμάϲαι τὴν τῶν τοιούτων νοϲημάτων γένεϲιν, ὅπωϲ ἐξαίφνηϲ 
-Z/17a/759/17	ἐπιτίθεται τοῖϲ ἀμέμπτωϲ ὑγιαίνουϲιν. οὐ γὰρ δή, ὥϲπερ ἐξαιφνίδιοϲ 
-Z/17a/759/18	ἡ γένεϲιϲ αὐτῶν ἐϲτιν, οὕτω καὶ ἡ τῆϲ γενέϲεωϲ αἰτία, καθάπερ εἰ καὶ 
-Z/17a/759/19	φάρμακον θανάϲιμον ἔλαβεν ὁ ἄνθρωποϲ ἤ τι τῶν χαλεπωτάτων θηρίων 
-Z/17a/759/20	ἔδακεν αὐτόν, ἀλλὰ κατὰ βραχύ πωϲ ηὔξηϲεν ἐν τῷ ϲώματι τὴν τὰ 
-Z/17a/759/21	τοιαῦτα πάθη δυναμένην αἰτίαν ἐργάϲαϲθαι, καθάπερ ἐπὶ τῶν λυϲϲο-
-Z/17a/759/22	δήκτων ϲυμβαίνει. πρόδηλον γάρ, ὅτι κἀκείνοιϲ οὐκ ἀργῶν οὐδ' ἡϲυ-
-Z/17a/759/23	χάζων ὁ τοῦ κυνὸϲ ἰὸϲ οὐδὲν ἑαυτοῦ γνώριϲμα παρέχει πολλῶν ἐφε-
-Z/17a/761/1	ξῆϲ ἐνίοτε μηνῶν, ἐξαίφνηϲ δ' αὐτοῖϲ | ϲυμβαίνει θεαϲαμένοιϲ ὕδωρ 
-Z/17a/761/2	φοβηθῆναι κἀντεῦθεν ἤδη διὰ ταχέων ἀπολέϲθαι, πολλῷ μὲν αὐξανο-
-Z/17a/761/3	μένηϲ χρόνῳ τῆϲ τὴν λύτταν ἐργαζομένηϲ αἰτίαϲ, ὅταν δ' ἅπαξ εἰϲ 
-Z/17a/761/4	τοῦτ' ἀφίκηται, ταχὺν ἐπιφερούϲηϲ τὸν θάνατον. ϲχεδὸν οὖν κἀπὶ τῆϲ 
-Z/17a/761/5	νῦν εἰρημένηϲ <φρενίτιδοϲ> ἠθροίζετό τιϲ ἐν τῷ ϲώματι μοχθηρὸϲ 
-Z/17a/761/6	χυμὸϲ ἰῷ δηλητηρίῳ παραπλήϲιοϲ, ἐνεργῶν μέντοι κατὰ βραχὺ τοῖϲ  
-Z/17a/761/7	ϲώμαϲιν, οἷϲ ὁμιλῶν ἐτύγχανεν. ἐπεὶ δ' ἐκεῖνα προδιετίθετό πωϲ ὅ τε 
-Z/17a/761/8	χυμὸϲ αὐτὸϲ ἐπὶ πλεῖϲτον ηὐξήθη κακοηθείαϲ, ἐξαιφνίδιον ἐφάνη θανα-
-Z/17a/761/9	τῶδεϲ ϲύμπτωμα. καὶ γάρ τοι καὶ τῷ <φρενιτικῷ> τούτῳ κατὰ τὴν 
-Z/17a/761/10	ἀρχὴν εὐθέωϲ <ἔμετοϲ ἰωδῶν> ἐγένετο, <πυρετοῖϲ> ἑπόμενοϲ ὡϲ τὸ 
-Z/17a/761/11	πολὺ διακαέϲιν. ὥϲπερ οὖν ὑπὸ τῶν θαναϲίμων φαρμάκων ἀποθνῄ-
-Z/17a/761/12	ϲκουϲιν ἔνιοι δευτεραῖοι καὶ τριταῖοι, τῆϲ ποιότητοϲ αὐτῶν, οὐ τοῦ 
-Z/17a/761/13	πλήθουϲ, ἐργαζομένηϲ τὸν θάνατον, οὕτω καὶ τὸν ἄρρωϲτον τοῦτον 
-Z/17a/761/14	εὐθέωϲ <ἀποθανεῖν> ἡγητέον τῇ τρίτῃ τῶν ἡμερῶν ὑπὸ τῆϲ ποιότητοϲ 
-Z/17a/761/15	τῶν <ἰωδῶν χυμῶν>, οὐχ ὑπὸ τῆϲ <φρενίτιδοϲ> διαφθαρέντα, παρα-
-Z/17a/761/16	κολουθῆϲαι δὲ αὐτῇ τὴν <φρενῖτιν> ὥϲπερ τι ϲύμπτωμα. <τεταρταίουϲ> 
-Z/17a/762/1	μὲν | οὖν καὶ πεμπταίουϲ εἶδον ἀπολομένουϲ, ἐξ ἀρχῆϲ εὐθέωϲ ἁλόνταϲ 
-Z/17a/762/2	ὀξείᾳ <φρενίτιδι>, τριταῖον δ' οὐκ εἶδον, ὥϲπερ οὐδὲ μέχρι τῆϲ † εἰκο-
-Z/17a/762/3	ϲτῆϲ ἐκταθέντα. φαίνεται τοίνυν ὁ <Ἱπποκράτηϲ> τοῦτον μὲν ὡϲ 
-Z/17a/762/4	ὀξύτατα διαφθαρέντα δηλώϲαϲ ἡμῖν, ἕτερον δ' ὀλίγον ὕϲτερον ὡϲ πα-
-Z/17a/762/5	ραλογώτατα χρονίϲαντα, περὶ οὗ κατὰ τὸν οἰκεῖον λόγον ἐπιϲημα-
-Z/17a/762/6	νοῦμεν. 
-Z/17a/762/6	 
-Z/17a/762/7	  <Πέμπτοϲ ἄρρωϲτοϲ. Ἐν Λα-
-Z/17a/762/8	ρίϲϲῃ φαλακρὸϲ μηρὸν δεξιὸν ἐπόνηϲεν 〈ἐξαίφνηϲ〉,> καὶ 
-Z/17a/762/9	τἄλλα τὰ ἐφεξῆϲ ἄχρι τῆϲ ἀρχῆϲ τοῦ ἕκτου ἀρρώϲτου. 
-Z/17a/762/9	 
-Z/17a/763/1	  Τοῦτόν τιϲ τὸν ἄρρωϲτον ἀναγνούϲ, ἐὰν μὲν μὴ προϲϲχῇ τὸν 
-Z/17a/763/2	νοῦν ἀκριβῶϲ τοῖϲ εἰρημένοιϲ, δειλὸϲ ἔϲται πρὸϲ ἅπαν ἄλγημα, προϲ-
-Z/17a/763/3	ϲχὼν δὲ οὔτε προπετῶϲ δειλὸϲ οὔτε θαρραλέοϲ ἀλογίϲτωϲ. ἀλλ' ὅταν 
-Z/17a/763/4	γε ὁτιοῦν μέροϲ ἀλγῆϲαι τύχῃ, πρῶτον μὲν ἐπίϲκεψαι, μή τι τῶν ἔξω-
-Z/17a/763/5	θεν αἰτίων ἐγένετο. καὶ γὰρ ἐν κινήϲεϲί γέ τιϲι λεληθότωϲ ἐβλάβηϲαν 
-Z/17a/763/6	ἔνιοι καὶ καθ' ὕπνον οὐκ ἐπιτηδείωϲ ἐϲχηματιϲμένον τι μόριον ἔχον- 
-Z/17a/763/7	τεϲ, ἔν τε περιαγωγαῖϲ τιϲι καὶ περιϲτροφαῖϲ ἐξαιφνιδίοιϲ, καὶ τὰ μόρια 
-Z/17a/763/8	〈δ'〉 ἐρριγωκότα καὶ προκατεψυγμένα ϲπάϲμαϲί τε καὶ τίλμαϲιν ἁλι-
-Z/17a/763/9	ϲκόμενα μεγίϲταϲ ὀδύναϲ φέρει, καθάπερ γε καὶ τὰ ῥήγματα πολλοῖϲ 
-Z/17a/763/10	ἐπώδυνα γίνεται καὶ μᾶλλον, ὅϲοι ξηροὶ τὴν κρᾶϲίν εἰϲι, καὶ τούτων 
-Z/17a/763/11	ἔτι μᾶλλον, ἐὰν ἢ παρηβῶντεϲ ἢ γέροντεϲ ὦϲιν. ὅταν οὖν μηδὲν τοι-
-Z/17a/763/12	οῦτον φαίνηται τῆϲ ὀδύνηϲ αἴτιον, ἑξῆϲ ἐπίϲκεψαι τὴν προηγηϲαμένην 
-Z/17a/763/13	δίαιταν, εἴτ' ἀργοτέρᾳ παρὰ τὸ ἔθοϲ [ἐϲτὶν] ἢ ϲιτίοιϲ ἐχρήϲατο πλεί-
-Z/17a/763/14	οϲιν ὁ ἄνθρωποϲ πολυτρόφοιϲ ἢ ϲυνήθων ἐκκρίϲεων ἐπίϲχεϲιϲ αὐτῷ 
-Z/17a/763/15	γέγονεν. εἰ γάρ τι τοιούτων ἢ καὶ πάντα ϲοι φαίνοιτο, πλῆθοϲ αἴτιον 
-Z/17a/764/1	τῆϲ ὀδύνηϲ ἡγηϲάμενοϲ | ὅτι τάχιϲτα κένωϲον τὸν ἄνθρωπον. οὕτω 
-Z/17a/764/2	γὰρ ἐξέϲται ϲοι μετὰ πάϲηϲ ἀϲφαλείαϲ τοῖϲ ἀποκρινομένοιϲ τὰ ῥεύματα 
-Z/17a/764/3	κατὰ τῶν ὀδυνωμένων χρήϲαϲθαι μερῶν. εἰ δὲ πρὸ τοῦ κενῶϲαι τοῦτο 
-Z/17a/764/4	πράξειϲ, ἀποϲτρέψειϲ εἰϲ τὰ κυριώτατα μέρη τὸ πλῆθοϲ. οὐ μὴν οὐδὲ 
-Z/17a/764/5	θερμαίνειν τε καὶ παρηγορεῖν ἔϲτι θαρρούντωϲ τὰ <πονούμενα> μόρια, 
