
[0057]  [068]  []  []

-Z/11/147/t1	{ΓΑΛΗΝΟΥ ΠΕΡΙ ΦΛΕΒΟΤΟΜΙΑΣ ΠΡΟΣ 
-Z/11/183/15	Ἐρασίστρατος λέγει καὶ τὴν αἰτίαν προσθίτησιν. ἅπαν γὰρ, 
-Z/11/183/16	φησὶ, τὸ κατὰ τὴν ἐκτὸς ἐπιφάνειαν διαπνεῖσθαι πέφυκεν, 
-Z/11/183/17	ἀλλ' ἢ πλέον ἢ ἧττον, ὡς ἂν καὶ μανότητος ἔχει. τοῦ δ'  
-Z/11/184/1	ἧττόν τε καὶ μᾶλλον γίνεσθαι μανὴν τὴν ἐπιφάνειαν ἄλλαι 
-Z/11/184/2	τέ τινες αἰτίαι καὶ οὐδεμιᾶς ἐλάττους αἱ κατὰ θερμασίαν 
-Z/11/184/3	καὶ ψύξιν καὶ ἡσυχίαν καὶ κίνησιν τροπαὶ τοῦ σώματος. 
-Z/11/184/4	θερμοῦ μὲν γὰρ ὄντος τοῦ περιέχοντος ἀέρος καὶ τοῦ 
-Z/11/184/5	ζώου γυμναζομένου πλεῖστον ἀποῤῥεῖν· ἐπὶ δέ γε τοῖς ἐναν-
-Z/11/184/6	τίοις κρύει τοῦ περιέχοντος καὶ ἀκινησίᾳ τοῦ ζώου πυ-
-Z/11/184/7	κνοῦσθαι μὲν τὴν ἐκτὸς ἐπιφάνειαν, ἀποῤῥεῖν δὲ ἢ μηδὲν ἢ 
-Z/11/184/8	παντάπασιν ὀλίγον. καὶ διὰ τοῦτο μὴ δεῖσθαι τροφῆς τὰ 
-Z/11/184/9	φωλεύοντα. ἅτε γὰρ ψυχρῶν μὲν καὶ ἀργῶν καὶ παχέων 
-Z/11/184/10	τῶν καθ' ὅλον τὸ σῶμα διὰ τὴν ἡσυχίαν γιγνομένων, 
-Z/11/184/11	πυκνουμένης δὲ τῆς ἐκτὸς ἐπιφανείας ἐν τῷ χειμερινῷ κρύει, 
-Z/11/184/12	καθ' ἣν ὥραν φωλεύει τὰ ζῶα, μηδὲν ἐκτὸς ἀποῤῥεῖν. 
-Z/11/184/13	οὐκοῦν οὐδὲ τοῦ πληρώσοντος τὸ κενούμενον δεῖσθαι. 
-Z/11/184/14	χρεία δ' ἦν αὐτῇ τροφῆς καὶ διὰ τοῦτ' ἐπ' αὐτὴν ἔρχεται 
-Z/11/184/15	τὰ ζῶα τὴν ἐκ τῆς κενώσεως ἔνδειαν ἰώμενα. σαφὲς οὖν 
-Z/11/184/16	ὅτι τῆς μὲν ἐνδείας ἡ καθ' ὅλην τὴν ἐπιφάνειαν κένωσις 
-Z/11/184/17	αἰτία καὶ χρεία σιτίων ὑπὲρ τοῦ τὸ κενούμενον ἀναπλη- 
-Z/11/185/1	ρῶσαι. τῆς οὖν αἰτίας ἀπολλυμένης δι' ἣν ὅλως ἐδεῖτο 
-Z/11/185/2	τὰ ζῶα σιτίων, ἀνάγκη πᾶσα καὶ τὴν χρείαν συναπόλλυ-
-Z/11/185/3	σθαι, καὶ διὰ τοῦτο οὐ δεῖται τὰ φωλεύοντα σιτίων, ὅτι 
-Z/11/185/4	μηδὲ προσθέσεως. σαφῶς οὖν ἐμάθομεν ὡς οὐχ ἡ ἀσιτία 
-Z/11/185/5	κενοῦν πέφυκεν, ἀλλ' ἡ τοῦ δέρματος μανότης. εἰ δὲ 
-Z/11/185/6	τοῦτο πυκνώσαις ἡσυχίᾳ καὶ κρύει, τί τῆς λιμαγχονίας ἔτ' 
-Z/11/185/7	ὄφελος; καὶ μὴν ἀναγκαῖον ἄμφω φυλάξασθαι, καὶ τὰ γυ-
-Z/11/185/8	μνάσια καὶ πᾶσαν ἀλέαν, ᾧ κίνδυνος αἷμα πτύσαι. τὰ μὲν 
-Z/11/185/9	γὰρ τῇ συντονίᾳ ῥηγνύναι πέφυκε τὰς φλέβας· αἱ θερ-
-Z/11/185/10	μασίαι δὲ καθ' ὃν λόγον καὶ τὰ λουτρά. μὴ θερμαίνων 
-Z/11/185/11	μὲν ἄρα κενώσεις τὸ σῶμα, θερμαίνων δὲ ἢ γυμνασίοις 
-Z/11/185/12	ἢ λουτροῖς μέγιστα βλάψεις τὴν πρὸς τὸ ῥήγνυσθαι τῶν 
-Z/11/185/13	φλεβῶν αὐτῶν ἐπιτηδειότητα. τί δὴ λοιπὸν ἔτι συμβου-
-Z/11/185/14	λεύσομεν τοῖς ὧδε κάμνουσιν; αἱ μὲν γὰρ ἀσιτίαι χωρὶς 
-Z/11/185/15	τοῦ γυμνάζεσθαι τὸν ἄνθρωπον ἢ ἄλλως ὁπωσοῦν θερ-
-Z/11/185/16	μαίνεσθαι κενοῦν οὐ δύνανται. φλεβοτομίαν δὲ, ὡς ἐοίκα-
-Z/11/185/17	μεν, ἐσχάτως φεύγομεν, ὥσπερ, οἶμαι, καὶ τὰς ἰσχυρὰς 
-Z/11/185/18	καθάρσεις. θαυμαστή γε ἡ εὐπορία τῶν κενωτικῶν βοηθη- 
-Z/11/186/1	μάτων εἰς ἀσιτίαν κατακλεισθέντων. εἰ μὲν μόνῃ χρησό-
-Z/11/186/2	μεθα, πλεῖον οὐδὲν ἕξομεν, οὐ γὰρ κενοῖ μόνη. σὺν ᾗ 
-Z/11/186/3	κενοῦν πέφυκε, μείζονας ταῦτα τὰς ἄλλας βλάβας τῆς ἐκ τοῦ 
-Z/11/186/4	κενοῦν ὠφελείας ἔχει.  
