
[0057]  [077]  []  []

-Z/13/362/t1	{ΓΑΛΗΝΟΥ ΠΕΡΙ ΣΥΝΘΕΣΕΩΣ ΦΑΡΜΑΚΩΝ 
-Z/13/903/18	𐅻 οβʹ. τερμινθίνης 𐅻 λστʹ. ἐρίων οἰσυπηρῶν κεκαυμένων  
-Z/13/904/1	𐅻 ιηʹ. λεπίδος χαλκοῦ 𐅻 ηʹ. λεπίδος στομώματος 𐅻 ηʹ. λι-
-Z/13/904/2	βάνου 𐅻 ηʹ. ἀριστολοχίας στρογγύλης 𐅻 ηʹ. κίκεως κο. γʹ. 
-Z/13/904/3	ταῦτα προειπὼν ὁ Ἀσκληπιάδης ἐφεξῆς γράφει τὸν τρόπον 
-Z/13/904/4	τῆς ἑψήσεως, οὐδὲ τοῦτο τὸ μέρος τῆς συνθέσεως ἐπὶ τῶν 
-Z/13/904/5	ἐμπλάστρων φυλάξαντος τοῦ Ἀνδρομάχου, παραλέλειπται 
-Z/13/904/6	γὰρ ἐν ἁπάσαις σχεδόν. ἀλλὰ περὶ μὲν τῶν ἑψήσεων εἴρη-
[0057]  [077]  []  []

-Z/13/904/7	ται μὲν οὐκ ὀλίγα κατὰ τὸ δʹ. γράμμα καὶ νῦν εἰ-
-Z/13/904/8	ρήσεται μετ' ὀλίγον. ἄξιον δὲ ἐπισκέψασθαι τὸ τῆς διαφω-
-Z/13/904/9	νίας, ἣν ἐν τῇ ποσότητι τῶν ἁπλῶν φαρμάκων ἐποιήσατο 
-Z/13/904/10	πρὸς τὸν Ἀνδρόμαχον ὁ Ἀσκληπιάδης. οὐ γὰρ ἓξ κοτύλας 
-Z/13/904/11	τοῦ κίκεως, ὥσπερ ὁ Ἀνδρόμαχος, ἀλλὰ τρεῖς ἐμβάλλειν 
-Z/13/904/12	ἀξιοῖ, κατὰ δὲ τὴν ἀριστολοχίαν οὐδὲν προδιορισαμένου τοῦ 
-Z/13/904/13	Ἀνδρομάχου, προσέθηκεν αὐτὸς τὸ στρογγύλην, ὥσπερ γε 
-Z/13/904/14	καὶ κατὰ τὸ κεκαυμένον ἔριον τὸ οἰσυπηρόν. τὸν μέντοι 
-Z/13/904/15	σταθμὸν ἴσον ἐμβάλλει τῷ Ἀνδρομάχῳ. γράφει γοῦν οὕ-
-Z/13/904/16	τως. ♃ ἐρίων οἰσυπηρῶν κεκαυμένων 𐅻 ιηʹ. ἀριστολοχίας 
-Z/13/904/17	στρογγύλης 𐅻 ηʹ. ἃ δ' ἐπὶ τέλει προσέθηκεν ὁ Ἀνδρόμα-
-Z/13/904/18	χος οὐδὲ ὅλως ἔγραψεν ὁ Ἀσκληπιάδης, οὔτε περὶ τῆς  
-Z/13/905/1	σμύρνης οὔτε περὶ τοῦ ὀποπάνακος εἰπών τι, πολὺ δὲ μᾶλ-
-Z/13/905/2	λον οὐδὲ περὶ τῆς θαλάσσης, ἃ σαφῶς προγράψαντος τοῦ 
-Z/13/905/3	Ἀνδρομάχου, θαλάσσης εἰς ἐμβροχὴν κηροῦ 𐅻 νʹ. τοῦτο γὰρ 
-Z/13/905/4	οὔτε ὁ Ἀσκληπιάδης οὔτε ὁ Κρίτων προσέγραψε. τὴν μέν-
-Z/13/905/5	τοι ἀριστολοχίαν τὴν στρογγύλην ὁ Κρίτων ὁμοίως τῷ 
-Z/13/905/6	Ἀσκληπιάδῃ βάλλει, καθάπερ καὶ τῶν οἰσυπηρῶν ἐρίων 
-Z/13/905/7	τάς τε 𐅻 ιηʹ. ἐλαίου τε κικίνου, κατὰ λέξιν γὰρ οὕτως 
-Z/13/905/8	ἔγραψε κοτύλας στʹ. ἡ δὲ ἕψησις τῆς ἐμπλάστρου παρὰ 
-Z/13/905/9	μὲν Ἀσκληπιάδου γέγραπται τόνδε τὸν τρόπον. ἕψε λιθάρ-
-Z/13/905/10	γυρον καὶ κίκινον ἕως συστραφῇ, εἶτα τὰς λεπίδας, καὶ ὅταν 
-Z/13/905/11	εὔχρους γένηται, τὰ λοιπὰ ἐπίβαλλε. παρὰ δὲ τῷ Κρίτωνι 
-Z/13/905/12	τόνδε τὸν τρόπον. ἕψε λιθάργυρον μετὰ κικίνου, ἕως μέλι-
-Z/13/905/13	τος σχῇ τὸ πάχος. τούτου δὲ γενομένου ἐπίπασσε τὰς λε-
-Z/13/905/14	πίδας καὶ συνέψε ἐφ' ἱκανὸν, ἕως ἀμόλυντος γένηται, ἔπειτα 
-Z/13/905/15	τερμινθίνην καὶ κηρὸν, ἡνωμένοις δὲ ἀμμωνιακὸν προμα-
-Z/13/905/16	λαχθὲν παρὰ πυρὶ τοῖς δακτύλοις. βαστάζων δὲ ἤδη ἀπὸ 
-Z/13/905/17	τοῦ πυρὸς ἔμπασσε τῶν οἰσυπηρῶν ἐρίων τὴν κόνιν, μετέ-
-Z/13/905/18	πειτα ἐπὶ τέλει τὸν λίβανον, εἶθ' οὕτως ἀναιροῦ. καὶ περὶ  
-Z/13/906/1	τῆς ἐπαγγελίας δὲ τοῦ φαρμάκου ἐπιμελέστερον ὁ Κρίτων 
-Z/13/906/2	ἔγραψε κατὰ λέξιν οὕτως. Αἰγυπτία τηροῦσα χωρὶς φλεγμο-
-Z/13/906/3	νῆς πᾶσαν διαίρεσιν καὶ πᾶν θλάσμα. εὐθετεῖ δὲ καὶ πρὸς 
-Z/13/906/4	πᾶν δῆγμα τῶν θηρίων, ὠφελεῖ δὲ καὶ τὰς γιγνομένας φλε-
-Z/13/906/5	γμονὰς χωρὶς ἑλκῶν. ἀγαθὴ δὲ καὶ πρὸς πόνους νεύρων καὶ 
-Z/13/906/6	μυῶν τοὺς δίχα φανερᾶς αἰτίας γινομένους. 
-Z/13/906/7	  [Ἄλλη Ἀνδρομόχου φαιά.] Ἔγραψε καὶ 
-Z/13/906/8	ἄλλας φαιὰς ὁ Ἀνδρόμαχος ὁμογενεῖς πως τῇ προγεγραμ-
-Z/13/906/9	μένῃ. καλεῖ δὲ τὴν μὲν ἑτέραν Ἀθηνᾶν, τὴν δὲ ἑτέραν νυ-
-Z/13/906/10	γματικήν. ἔστι δὲ ἡ μὲν Ἀθηνᾶ τῆς νυγματικῆς πρὸς πλέ-
-Z/13/906/11	ονας διαθέσεις ἁρμόττουσα καὶ μάλιστα τὰς μεθ' ἑλ-
-Z/13/906/12	κῶν, ἐπεὶ ποικιλωτέρα τέ ἐστι καὶ στυφόντων φαρμάκων 
-Z/13/906/13	ἔτι μᾶλλον μετέχει. ἡ δὲ νυγματικὴ χαλαστικωτέρα τε καὶ 
-Z/13/906/14	ἀνωδυνωτέρα ταύτης ἐστί. περὶ μὲν οὖν τῆς προτέρας τῶν 
-Z/13/906/15	εἰρημένων φαρμάκων οὕτως ἔγραψε κατὰ λέξιν. φαιὰ Ἀθηνᾶ. 
-Z/13/906/16	♃ λιθαργύρου 𐅻 ρʹ. τερμινθίνης 𐅻 λστʹ. κηροῦ 𐅻 κεʹ. μίλ-
-Z/13/906/17	του Σινωπικῆς 𐅻 κδʹ. ἀμμωνιακοῦ θυμιάματος 𐅻 λστʹ. χαλ-
-Z/13/906/18	βάνης 𐅻 ιβʹ. ἀλόης 𐅻 ηʹ. διφρυγοῦς 𐅻 ηʹ. κεκαυμένου χαλ- 
-Z/13/907/1	κοῦ 𐅻 στʹ. μαστίχης 𐅻 στʹ. ἀριστολοχίας 𐅻 εʹ. προπόλεως 
-Z/13/907/2	𐅻 εʹ. μάννης 𐅻 στʹ. λεπίδος χαλκοῦ 𐅻 στʹ. λίθου Ἀσίου 
-Z/13/907/3	𐅻 γʹ. τριφύλλου σπέρματος 𐅻 βʹ. συμφύτου ῥίζης 𐅻 αʹ. 
-Z/13/907/4	καὶ τετρώβολον, ἐλαίου κοτύλας δʹ. περὶ τῆς ἑτέρας φαιᾶς 
-Z/13/907/5	αὐτοῖς ὀνόμασιν οὕτως ἔγραψεν ὁ Ἀνδρόμαχος. φαιὰ νυ-
-Z/13/907/6	γματική. ♃ ἀμμωνιακοῦ 𐅻 ηʹ. κηροῦ νεοῦ 𐅻 ηʹ. τερμινθί-
-Z/13/907/7	νης 𐅻 γʹ. χαλκοῦ κεκαυμένου 𐅻 ηʹ. πίσσης ξηρᾶς 𐅻 μʹ. 
-Z/13/907/8	ὡς δὲ Ζήνων μνᾶς 𐅶ʹʹ. τέταρτον, λιθαργύρου 𐅻 δʹ. ἀλόης 
-Z/13/907/9	Ἰνδικῆς 𐅻 βʹ. ἀριστολοχίας 𐅻 βʹ. χαλβάνης 𐅻 βʹ. ἰοῦ 𐅻 αʹ. 
-Z/13/907/10	οἱ δὲ 𐅻 βʹ. λιβάνου 𐅻 βʹ. ἐλαίου χειμῶνος κοτύλας δʹ. θε-
-Z/13/907/11	ρείας ὄγδοον, ὄξους κοτύλης ἥμισυ, εἰς ἄνεσιν τοῦ ἀμμωνια-
-Z/13/907/12	κοῦ. καὶ ἄλλας δὲ πολλὰς ἔγραψεν ἅμα ταύταις ὁ Ἀνδρό-
-Z/13/907/13	μαχος ἐμπλάστρους, οὐδὲν ἄλλο προσθεὶς αὐταῖς ἢ τὸ τοῦ 
-Z/13/907/14	χρώματος ὄνομα, συγκειμένας ἐκ τῶν ἐναντίων ταῖς δυνά-
-Z/13/907/15	μεσι φαρμάκων, ἀλλὰ τινὲς μὲν αὐτῶν ἐπικρατοῦν ἔχουσι τὸ 
-Z/13/907/16	χαλαστικόν τε καὶ ἀνώδυνον, τινὲς δὲ διαφορητικόν τε καὶ 
-Z/13/907/17	ῥυπτικὸν, τινὲς δὲ τὴν στύψιν· ὥστε καὶ ἡμᾶς χρὴ πάσαις  
-Z/13/908/1	αὐταῖς θαῤῥοῦντας ἐπιτηδείως ἑκάστῃ χρῆσθαι, πρὸς μὲν 
-Z/13/908/2	τὰ δυσεπούλωτα καὶ κακοήθη τῶν ἑλκῶν ταῖς στυπτικὸν 
-Z/13/908/3	ἐχούσαις πλέον· ἔνθα δὲ παρηγορῆσαί τε καὶ χαλάσαι πρό-
-Z/13/908/4	κειται· ταῖς τὸ χαλαστικόν· ἔνθα δὲ ἑλκύσαι τε καὶ διαφο-
-Z/13/908/5	ρῆσαι, ταῖς τὰ θερμαίνοντα καὶ πρὸς ἑαυτὰς τὰς ἐν βάθει 
-Z/13/908/6	διαθέσεων ἐπισπώμενα μοχθηρὰς ὑγρότητας. ἐνίαις δὲ καὶ 
-Z/13/908/7	τοῦτο προσγέγραπται. φαιὰ λιτὴ ᾗ χρῶμαι. τρεῖς γὰρ ἐφε-
-Z/13/908/8	ξῆς οὐ πολυμιγμάτους ἔγραψε τοιαύτας, ὧν καὶ αὐτῶν τὴν 
-Z/13/908/9	σύνθεσιν ἔδοξέ μοι βέλτιον εἶναι προσγράψαι κατὰ τὴν ἐκεί-
-Z/13/908/10	νου λέξιν αὐτοῦ. φαιὰ λιτὴ ᾗ χρῶμαι. ♃ λιθαργύρου 𐅻 κδʹ. 
-Z/13/908/11	κίκεως κοτύλην αʹ. χαλκοῦ κεκαυμένου 𐅻 δʹ. μάννης 𐅻 δʹ. 
-Z/13/908/12	ῥητίνης 𐅻 δʹ. κολοφωνίας 𐅻 ηʹ. ἄλλη ἀνώδυνος Ἰσιδώρου. 
-Z/13/908/13	♃ λιθαργύρου 𐅻 λστʹ. κηροῦ 𐅻 λστʹ. ἐλαίου κοτύλην αʹ 𐅶ʹʹ. 
-Z/13/908/14	ῥητίνης κολοφωνίας 𐅻 ιεʹ. λεπίδος χαλκοῦ 𐅻 θʹ. μάννης 𐅻 νʹ. 
-Z/13/908/15	ἕψε. ἄλλη ᾗ χρῶμαι. ♃ λιθαργύρου 𐅻 ρμδʹ. ῥητίνης ξηρᾶς 
-Z/13/908/16	𐅻 ρμδʹ. λεπίδος 𐅻 κδʹ. ἐλαίου κοτύλας γʹ. ὥσπερ δὲ ταύ-
-Z/13/908/17	ταις ταῖς προγεγραμμέναις τρισὶ προσέγραψε, ταῖς μὲν ὅτι  
-Z/13/909/1	χρῆται αὐτὸς, ταῖς δὲ ὅτι ἀνώδυνός ἐστιν, οὕτως ἑτέραις 
-Z/13/909/2	μαρτυρεῖ, θηριακὰς αὐτὰς ὀνομάζων. ἡ γοῦν ἀπὸ τῆς ἀρχῆς 
-Z/13/909/3	τρίτη κατὰ λέξιν οὕτως γέγραπται. θηριακὴ ᾗ χρῶμαι. καὶ 
-Z/13/909/4	μετὰ ταύτην ἄλλη πάλιν, ἧς πρόγραμμά ἐστι τοιοῦτον, Εὐ-
-Z/13/909/5	πατόριος θηριακή. ἀλλὰ περὶ μὲν τῶν θηριακῶν ἐν τοῖς 
-Z/13/909/6	ἑξῆς εἰρήσεται. νυνὶ δὲ περὶ τῶν φαιῶν ἔτι τῶν ὑπ' Ἀν-
-Z/13/909/7	δρομάχου γεγραμμένων εἰπεῖν βούλομαι, μεμφόμενος αὐτῷ 
-Z/13/909/8	διότι τάς τε ἐπαγγελίας αὐτῶν παρέλιπεν εἰπεῖν καὶ τὰς 
-Z/13/909/9	σκευασίας. εὐθέως γοῦν τῇ πρώτῃ πασῶν γεγραμμένῃ τῶν 
-Z/13/909/10	φίλων τις ἰατρῶν ἐχρήσατο πάμπολλα ποιούσῃ. καὶ γὰρ 
-Z/13/909/11	ἐπουλωτικὴ τῶν δυσεπουλώτων ἐστὶ καὶ μάλισθ' ὅταν τετυ-
-Z/13/909/12	λωμένα καὶ σκληρὰ χείλη περιέχῃ τὸ ἕλκος. ἁρμόττει δὲ καὶ 
-Z/13/909/13	πρὸς σηπεδόνας καὶ πρὸς σύριγγάς τε καὶ κόλπους καὶ τὰ 
-Z/13/909/14	μεγάλα τραύματα καὶ ὅλως ἐστὶ πολύχρηστος. ἡ δὲ τῶν 
-Z/13/909/15	συντιθέντων αὐτὴν φαρμάκων συμμετρία κατὰ τόδε γέγρα-
-Z/13/909/16	πται. ♃ λιθαργύρου 𐅻 ρμδʹ. ἐλαίου κοτύλας εʹ. ἀσβέστου 
-Z/13/909/17	𐅻 μηʹ. λιβάνου 𐅻 μηʹ. χαλκοῦ κεκαυμένου 𐅻 μηʹ. τερμιν-
-Z/13/909/18	θίνης 𐅻 μηʹ. ἀριστολοχίας 𐅻 μηʹ. πίσσης δραχμὰς ἐνενή-
-Z/13/909/19	κοντα ἓξ, κηροῦ δραχμὰς ἐνενήκοντα ἓξ, ἀμμωνιακοῦ δρα- 
-Z/13/910/1	χμὰς ἐνενήκοντα ἕξ. οὕτως μὲν ὁ Ἀνδρόμαχος ἔγραψεν. 
-Z/13/910/2	ἔξεστί σοι καὶ δι' ἐλάττονος συμμετρίας αὐτὴν σκευάζειν, 
-Z/13/910/3	ἑκάστου τῶν εἰρημένων τέταρτον μόριον μιγνύντα. γενήσε-
-Z/13/910/4	ται γὰρ ἡ σύνθεσις τοιάδε. ♃ λιθαργύρου 𐅻 λστʹ. ἀσβέστου 
-Z/13/910/5	δὲ καὶ χαλκοῦ κεκαυμένου καὶ λιβανωτοῦ καὶ τερμινθίνης 
-Z/13/910/6	καὶ ἀριστολοχίας τὸ τρίτον ἑκάστου σταθμῷ τῆς λιθαργύ-
-Z/13/910/7	ρου, τουτέστι 𐅻 ιβʹ. εἶτα πίσσης καὶ κηροῦ καὶ ἀμμωνια-
-Z/13/910/8	κοῦ θυμιάματος, ἑκάστου τὸ διπλάσιον τῶν εἰρημένων πέμ-
-Z/13/910/9	πτων φαρμάκων, τῆς ἀριστολοχίας λέγω καὶ τερμινθίνης 
-Z/13/910/10	καὶ λιβάνου καὶ χαλκοῦ κεκαυμένου καὶ ἀσβέστου. 
-Z/13/910/11	χρὴ δὲ τὴν ἄσβεστον ἀκατάσβεστον δηλονότι καὶ πρόσφα-
-Z/13/910/12	τον εἶναι, οὕτω τὸ φάρμακον καὶ πρὸς τὰ σηπεδονώδη χρή-
-Z/13/910/13	σιμον γίνεται. ἅπαντα δὲ διὰ δραχμῶν γράψας ὁ Ἀνδρό-
-Z/13/910/14	μαχος τὰ φάρμακα κάλλιον ἂν ἐπεποιήκει κατὰ τὴν αὐτὴν 
-Z/13/910/15	συμμετρίαν καὶ τοῦ ἐλαίου μνημονεῦσαι, ὡς ἕλκειν τὸ βαλ-
-Z/13/910/16	λόμενον δραχμὰς τοσάσδε ἢ εἰ μὴ τοῦτο. πάντως γοῦν ἐχρῆν 
-Z/13/910/17	αὐτὸν τῆς Ῥωμαϊκῆς λίτρας μνημονεῦσαι. νυνὶ δὲ κοτύλην 
-Z/13/910/18	γράφει, τὴν συνήθη περὶ τοῦ μέτρου τούτου καταλιπὼν ἡμῖν  
-Z/13/911/1	ἀμφιβολίαν, εἴτ' ἐννέα μετρικῶν οὐγγιῶν, εἴτε δώδεκα βού-
-Z/13/911/2	λεται τὴν κοτύλην εἶναι. κατὰ δὲ τὴν ἐμὴν γνώμην ἡ μὲν 
[0057]  [077]  []  []

-Z/13/911/3	τελεία συμμετρία τὰς γο στʹ. τοῦ σταθμοῦ λαμβανέτω, διὰ 
-Z/13/911/4	τὸ τὴν Ῥωμαϊκὴν λίτραν ἕλκειν γο ιβʹ. κατὰ δὲ τὸ δʹ. ἂν 
-Z/13/911/5	σκευάσῃς, εὔδηλος ἡ ἀναλογία. εὔδηλον δὲ καὶ ἐὰν δραχμὰς 
-Z/13/911/6	εἴπῃ τις εἰς τὴν τελείαν συμμετρίαν λαμβάνεσθαι υπʹ. διὰ 
-Z/13/911/7	τὸ τὴν σταθμικὴν οὐγγίαν ηʹ. δραχμὰς ἕλκειν. καὶ ἄλλη δέ 
-Z/13/911/8	τίς ἐστιν ἐν ταῖς φαιαῖς ὑπ' Ἀνδρομάχου γεγραμμένη, λαμ-
-Z/13/911/9	βάνουσα καὶ αὕτη τὴν ἀκατάσβεστον τίτανον, ὁμογενὴς τῇ 
-Z/13/911/10	προγεγραμμένῃ. προγράφει δ' αὐτῆς, φαιὰ Εὐβούλου καὶ 
-Z/13/911/11	σκευάζει κατὰ τὴν ὑπογεγραμμένην συμμετρίαν. ♃ λιθαργύ-
-Z/13/911/12	ρου λίτραν αʹ. κηροῦ μνᾶν αʹ. χαλκοῦ κεκαυμένου 𐅻 ιβʹ. ἰοῦ 
-Z/13/911/13	𐅻 ιβʹ. τερμινθίνης 𐅻 ιβʹ. ῥητίνης ξηρᾶς 𐅻 ιστʹ. ἀμμωνια-
-Z/13/911/14	κοῦ θυμιάματος 𐅻 ηʹ. λιβάνου 𐅻 ιβʹ. ὀποπάνακος 𐅻 ηʹ. 
-Z/13/911/15	ἐλαίου κοτύλας δʹ. ὄξους κοτύλας δʹ. ἔν τισι τῶν ἀντιγρά-
-Z/13/911/16	φων κοτύλης 𐅶ʹʹ. γέγραπται καὶ δηλονότι διττῶς ἔξεστιν 
-Z/13/911/17	αὐτὴν σκευάζειν, εἰδότα τὸ πλέον ὄξος ἰσχυρότατον ἐργάζε- 
-Z/13/912/1	σθαι τὸ φάρμακον. καὶ μὴν καὶ ἄλλην φαιὰν, ἧς αὐτὸ 
-Z/13/912/2	τοῦτο προέγραψεν. ἄλλη φαιά. ἔγραψεν ὁ Ἀνδρόμαχος ἀξιό-
-Z/13/912/3	λογον ἑκάστου, τοῦτ' ἔστι τὸ φάρμακον διὰ θαλάσσης σκευ-
-Z/13/912/4	αζόμενον, ἐπὶ τῶν παραπλησίων ταῖς προγεγραμμέναις ἁρ-
-Z/13/912/5	μόττειν δυνάμενον. ἔστι δὲ ἡ σύνθεσις αὐτοῦ τοιάδε. ♃ λι-
-Z/13/912/6	θαργύρου μνᾶς 𐅶ʹʹ. κηροῦ μνᾶς 𐅶ʹʹ. χαλκίτεως τέταρτον, λε-
-Z/13/912/7	πίδος χαλκοῦ 𐅻 ιστʹ. λιβάνου 𐅻 ηʹ. τερμινθίνης τέταρτον 
-Z/13/912/8	ὄγδοον. λέγει δὲ δηλονότι τῆς μνᾶς, ἀμμωνιακοῦ θυμιάματος 
-Z/13/912/9	τέταρτον, θαλάσσης κοτύλην μίαν, οἱ δὲ κοτύλης ἥμισυ, κί-
-Z/13/912/10	κεως κοτύλας γʹ. τὸ ἀμμωνιακὸν σὺν τῇ θαλάσσῃ. ταῦτα 
-Z/13/912/11	μὲν ὁ Ἀνδρόμαχος ἔγραψεν, ἄχρι τοσούτου τὴν σκευασίαν 
-Z/13/912/12	μνημονεύσας, ὥστ' εἰπεῖν ὅτι τὸ ἀμμωνιακὸν σὺν τῇ θα-
-Z/13/912/13	λάσσῃ προδιαβρέχεται δηλονότι. περὶ δὲ τῆς χαλκίτεως καὶ 
-Z/13/912/14	τῆς λεπίδος οὐδὲν ἔγραψε, καίτοι καὶ τούτων δυναμένων 
-Z/13/912/15	μετὰ τῆς θαλάττης λειοῦσθαι, καθάπερ γε καὶ συνέψεσθαι 
-Z/13/912/16	τῇ λιθαργύρῳ καὶ τῷ κηρῷ καὶ τῇ τερμινθίνῃ. ἵνα τοίνυν 
-Z/13/912/17	μήτ' ἄλλην φαιὰν ζητῆτε παρὰ μηδενὶ τῶν ἄλλων, προσ-
-Z/13/912/18	θήσω ἄλλας δύο γεγραμμένας ὑπὸ τοῦ Ἀνδρομάχου. κα- 
-Z/13/913/1	λεῖ δ' αὐτῶν τὴν μὲν ἑτέραν τοῦ Φθειρογράφου, ἣν 
-Z/13/913/2	διὰ τούτων συγκεῖσθαί φησι. ♃ λιθαργύρου 𐅻 ρʹ. ῥητίνης 
-Z/13/913/3	δραχμὰς νʹ. ἀμμωνιακοῦ θυμιάματος 𐅻 λʹ. κηροῦ 𐅻 νʹ. ἰοῦ 
-Z/13/913/4	ξυστοῦ δραχμὰς ιβʹ. λεπίδος χαλκοῦ 𐅻 βʹ. ἀριστολοχίας 𐅻 ηʹ. 
-Z/13/913/5	κενταυρίου ῥίζης δραχμὰς ηʹ. ἐλαίου κοτύλας βʹ. τὴν δὲ τοῦ 
-Z/13/913/6	Ἰρίωνος οὕτως συγκεῖσθαί φησι. ♃ λιθαργύρου 𐅻 ρμδʹ. 
-Z/13/913/7	πίσσης ξηρᾶς 𐅻 ρμδʹ. τερμινθίνης δραχμὰς οβʹ. ἀμμωνιακοῦ 
-Z/13/913/8	θυμιάματος 𐅻 οβʹ. μάννης, λιβάνου ἀνὰ 𐅻 ρβʹ. στέατος μο-
-Z/13/913/9	σχείου 𐅻 ρμδʹ. κηροῦ δραχμὰς λστʹ. ἀριστολοχίας 𐅻 θʹ. χαλ-
-Z/13/913/10	κοῦ κεκαυμένου δραχμὰς θʹ. ἰοῦ ξυστοῦ 𐅻 θʹ. χαλβάνης 𐅻 θʹ. 
-Z/13/913/11	ὀποπάνακος δραχμὰς θʹ. ὄξους κοτύλης 𐅶ʹʹ. ἐλαίου κοτύλην 
-Z/13/913/12	αʹ 𐅶ʹʹ. κίκεως ἴσον, εὔδηλον ὅτι τὴν λιθάργυρον καὶ 
-Z/13/913/13	τὴν πίσσαν καὶ τὸ μόσχειον στέαρ διπλάσιον βούλεται τῷ 
-Z/13/913/14	σταθμῷ τῆς τερμινθίνης εἶναι καὶ τοῦ θυμιάματος καὶ τοῦ 
-Z/13/913/15	λιβάνου, τετραπλάσιον δὲ τοῦ κηροῦ. τῆς δ' ἀριστολοχίας 
-Z/13/913/16	καὶ τοῦ κεκαυμένου χαλκοῦ καὶ τοῦ ἰοῦ καὶ τῆς χαλβάνης 
-Z/13/913/17	καὶ τοῦ ὀποπάνακος ἑκκαιδεκαπλάσιον. καὶ τοῦτο τὸ φάρ-
-Z/13/913/18	μακον ἱκανῶς ἐστι πολύχρηστον, ὥσπερ καὶ τὰ ἄλλα τὰ  
-Z/13/914/1	προγεγραμμένα, καὶ χρῆσθαι δεῖ πᾶσιν αὐτοῖς θαῤῥοῦντα. 
-Z/13/914/2	Ἑλλησποντία, ὡς Ἀνδρόμαχος. ἔνδοξον οὖσαν καὶ ταύτην 
-Z/13/914/3	τὴν ἔμπλαστρον ἔγραψεν ὁ Ἀνδρόμαχος ἐν ταῖς φαιαῖς 
-Z/13/914/4	ἐν τῇδε τῇ συμμετρίᾳ. ♃ λιθαργύρου 𐅻 ρʹ. πίσσης 𐅻 νʹ. 
-Z/13/914/5	λαδάνου 𐅻 κεʹ. ἰοῦ ξυστοῦ 𐅻 ηʹ. χαλκοῦ κεκαυμένου 𐅻 ηʹ. 
-Z/13/914/6	λεπίδος 𐅻 βʹ. ἐλαίου παλαιοῦ 𐅻 ςʹ. 
-Z/13/914/7	  [Ἑλλησποντία Ἥρα.] Ἐπεὶ δὲ διαφέρεται 
-Z/13/914/8	πρὸς τὸν Ἥραν ἐν τῇ τοῦ φαρμάκου συνθέσει ὁ Ἀνδρό-
-Z/13/914/9	μαχος, ἔδοξέ μοι καὶ τὰ ὑπὸ τοῦ Ἥρα γεγραμμένα προσ-
-Z/13/914/10	θεῖναι, κατὰ λέξιν οὕτως ἔχοντα. Ἑλλησποντία διαπνευ-
-Z/13/914/11	στικὴ, ἀφλέγμαντος. πρὸς χοιράδας, φύγεθλα, παρωτίδας 
-Z/13/914/12	ἐπιτεθὲν τὸ σπληνίον ἐπισπᾶται, πυοποιεῖ, ῥήσσει, κολλᾷ 
-Z/13/914/13	καὶ καθόλου ποιεῖ ἐπὶ πάντων τῶν πυρικαύτων, παρηγορεῖ 
-Z/13/914/14	δὲ καὶ ποδαγρικούς. ♃ ἐλαίου παλαιοῦ 𐅻 ρʹ. πίσσης ξηρᾶς 
-Z/13/914/15	δραχμὰς νʹ. λαδάνου 𐅻 κεʹ. λιθαργύρου 𐅻 ρʹ. ἰοῦ ξυστοῦ 
-Z/13/914/16	δραχμὰς ηʹ. χαλβάνης 𐅻 δʹ. τὴν λιθάργυρον μετὰ τοῦ ἐλαίου 
-Z/13/914/17	λειοτριβήσας ἕψε. ἡνίκα δὲ συστρέφεται, πρόσβαλλε τὴν πίσ- 
-Z/13/915/1	σαν καὶ τὸν ἰὸν, εἶτα λάδανον καὶ τὴν χαλβάνην καὶ οὕτως 
-Z/13/915/2	κατεράσας εἰς θυείαν, μάλασσε καὶ χρῶ. τινὲς δὲ ὑπὲρ τοῦ 
-Z/13/915/3	εὔχρουν αὐτὴν γενέσθαι καὶ φαιὰν, μίσγουσι καὶ λεπίδος 
-Z/13/915/4	𐅻 ηʹ. ἄλλως γὰρ γίνεται μελαντάτη. ταύτῃ καὶ ἐπὶ ποδα-
-Z/13/915/5	γρῶν ἐχρησάμην πολλάκις καὶ ἐποίησεν ἄκρως. δεῖ δὲ δᾳ-
-Z/13/915/6	δίοις ἀντὶ ξύλων χρῆσθαι. πρόδηλον δ' ὅτι διαφωνοῦσιν οἱ 
-Z/13/915/7	ἄνδρες ἐν μὲν τοῖς ἄλλοις βραχύ τι, κατὰ δὲ τὴν τοῦ ἐλαίου 
-Z/13/915/8	συμμετρίαν πάμπολυ. διπλάσιον γὰρ ἢ κατὰ τὸν Ἥραν ὁ 
-Z/13/915/9	Ἀνδρόμαχος ἐμβάλλει. δύναται δὲ καὶ ἑτέρως σκευάζεσθαι, 
-Z/13/915/10	γινωσκόντων ἡμῶν ἐὰν μὲν πλεῖον ἔλαιον ἐμβληθῇ, χρονιω-
-Z/13/915/11	τέραν γενέσθαι τὴν ἕψησιν δηλοῖ, αὐτό τε τὸ φάρμακον γε-
-Z/13/915/12	νήσεσθαι ξηραντικώτερον. ἐὰν δὲ ἔλαττον, ἀντέχειν τε τὴν 
-Z/13/915/13	ἕψησιν ἐσομένην καὶ τὸ φάρμακον ἧττον ἔσεσθαι ξηραντικόν 
-Z/13/915/14	  [Αἱ ὑπὸ Δαμοκράτους γεγραμμέναι πολύ-
-Z/13/915/15	χρηστοι. Τυρία ἀνεπίδετος.] 
-Z/13/915/16	  Τούτοις ἀκολούθως βούλομ' ἐμπλάστρων φράσαι, 
