
[0086]  [048]  [Divis]  []

-Z//1col1/8	1. 
-Z//33col2/4	ἓν δὲ τοῖς ἔθεσι τοῖς σπου-
-Z//33col2/5	δαίοις πολιτεύεσθαι, ἐὰν μὴ 
-Z//33col2/6	ὦσι νόμοι γεγραμμένοι. 
-Z//33col2/16	            [15] 
-Z//33col2/17	  διαιρεῖται ἡ ἀνομία εἰς 
-Z//33col2/18	τρία· ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//33col2/19	νόμοις φαύλοις καὶ μετρίοις 
-Z//33col2/20	κεχρῆσθαι, ἓν δὲ τὸ μὴ πεί-
-Z//33col2/21	θεσθαι τοῖς κειμένοις, ἂν ὦσι  
-Z//34col2/1	σπουδαῖοι, ἓν δὲ τὸ φαύλοις 
-Z//34col2/2	ἔθεσι πολιτεύεσθαι, ἐὰν μὴ 
-Z//34col2/3	ὦσι νόμοι τὸ σύνολον. 
-Z//34col2/8	            [23] 
-Z//34col2/9	  διαιρεῖται τὰ ἐναντία εἰς 
-Z//34col2/10	τρία. ἔστι γὰρ αὐτῶν τὸ μὲν 
-Z//34col2/11	ὡς ἀγαθὸν κακῷ, οἷον ὑγεία 
-Z//34col2/12	νόσῳ καὶ κάλλος αἴσχει καὶ 
-Z//34col2/13	τὰ τοιαῦτα, τὸ δὲ ὡς οὐδ-
-Z//34col2/14	έτερον οὐδετέρῳ, οἷον λευκό-
-Z//34col2/15	της μελανότητι καὶ κουφότης 
-Z//34col2/16	βαρύτητι καὶ τὰ τοιαῦτα, τὸ 
-Z//34col2/17	δὲ ὡς φευκτὸν φευκτῷ, οἷον 
-Z//34col2/18	ἀσωτία ἀνελευθερίᾳ καὶ θερ- 
-Z//35col2/1	μότης ψυχρότητι καὶ ἰσχνό-
-Z//35col2/2	της παχύτητι καὶ τὰ τοιαῦτα.  
-Z//36col2/12	            [18] 
-Z//36col2/13	  διαιρεῖται ἡ συμβουλία 
-Z//36col2/14	εἰς τρία. ἔστι γὰρ αὐτῆς ἓν 
-Z//36col2/15	μὲν ἐκ τῶν παρῳχημένων, 
-Z//36col2/16	ἓν δὲ ἐκ τῶν παρόντων, ἓν 
-Z//36col2/17	δὲ ἐκ τῶν μελλόντων. τὸ 
-Z//36col2/18	μὲν οὖν ἐκ τῶν παρῳχημέ-
-Z//36col2/19	νων ἐστίν, οἷον τὰ παρα- 
-Z//37col2/1	δείγματα 〈ἐμφανίζουσιν〉, ὅτι 
-Z//37col2/2	‘καὶ πρότερον ἡμῶν ἀπειθή-
-Z//37col2/3	σαντες ἀνηκέστοις κακοῖς πε-
-Z//37col2/4	ριέπεσαν’. τὸ δὲ ἐκ τῶν παρ-
-Z//37col2/5	όντων, οἷον τὰ παρόντα πράγ-
-Z//37col2/6	ματα ἐμφανίζουσιν, ὅτι ‘ἐὰν 
-Z//37col2/7	τὰ τείχη ἡμῶν ἀκατασκεύαστα 
-Z//37col2/8	ὦσι καὶ ἡμεῖς ἄοπλοι ὦμεν, 
-Z//37col2/9	οἱ δὲ πολέμιοι ἅπασι τού-
-Z//37col2/10	τοις κατεσκευασμένοι, σκο-
-Z//37col2/11	πῶμεν δὴ ὅπως πολεμεῖν 
-Z//37col2/12	δυνησόμεθα’. τὸ δὲ ἐκ τῶν 
-Z//37col2/13	μελλόντων, οἷον τὰ ἀποβησό-
-Z//37col2/14	μενα ἐμφανίζοντας, ὅτι ‘ὁρᾶτε 
-Z//37col2/15	μή, ἐὰν ἐπιπλευσάντων πο-
-Z//37col2/16	λεμίων ἥ τε χώρα ἀπόληται 
-Z//37col2/17	ὑμῶν καὶ τὰ σώματα τὰ πολλὰ 
-Z//37col2/18	μάτην διαφθαρῇ, καὶ ὑμεῖς 
-Z//37col2/19	μὴ οὐδὲν ἧττον ἀναγκασθῆτε 
-Z//37col2/20	ταῦτα πράττειν, ἃ νῦν ἐστιν 
-Z//37col2/21	ὑμῖν καὶ ἀκινδύνως πράττειν’. 
-Z//37col2/22	            [24] 
-Z//37col2/23	  διαιρεῖται ἡ φωνὴ εἰς 
-Z//37col2/24	τέσσαρα· ἔστι γὰρ αὐτῆς ἡ 
-Z//37col2/25	μὲν ἔμψυχος, ἡ δὲ ἄψυχος,  
-Z//38col2/1	καὶ ἡ μὲν καὶ ἐγγράμματος, 
-Z//38col2/2	ἡ δὲ ἀγράμματος. ἔστι δὲ ἡ 
-Z//38col2/3	μὲν ἔμψυχος, ἡ τῶν ζῴων, 
-Z//38col2/4	ἡ δὲ ἄψυχος, οἷον ἦχοι καὶ 
-Z//38col2/5	ψόφοι καὶ ἡ τῆς λύρας καὶ 
-Z//38col2/6	τῶν αὐλῶν φωνή· καὶ ἐγ-
-Z//38col2/7	γράμματος μὲν ἡ τῶν ἀνθρώ-
-Z//38col2/8	πων φωνὴ καὶ ζῴων τινῶν, οἷον 
-Z//38col2/9	ἀηδόνων χελιδόνων στρου-
-Z//38col2/10	θίων καὶ τῶν τοιούτων, ἀγράμ-
-Z//38col2/11	ματος δὲ ἡ ἀδιάθετος ὡς οἱ 
-Z//38col2/12	ποππυσμοὶ καὶ ἦχοι καὶ ψό-
-Z//38col2/13	φοι καὶ τὰ τοιαῦτα. 
-Z//38col2/14	            [26] 
-Z//38col2/15	  ἔτι τῶν ὄντων τὰ μέν 
-Z//38col2/16	〈ἐστι μεριστά, τὰ δὲ ἀμερῆ, 
-Z//38col2/17	καὶ τῶν μεριστῶν τὰ μέν〉 
-Z//38col2/18	ἐστιν ὁμοιομερῆ, τὰ δὲ ἀν-
-Z//38col2/19	ομοιομερῆ. ἔστι δὲ τὰ μὲν 
-Z//38col2/20	μεριστὰ ἅπερ ἂν ἔχῃ διαίρε- 
-Z//39col2/1	σιν, οἷον οἰκία καὶ ἱμάτιον 
-Z//39col2/2	καὶ ἀργύριον καὶ κτῆμα καὶ 
-Z//39col2/3	τὰ τοιαῦτα, ἀμερῆ δὲ ἅπερ 
-Z//39col2/4	ἂν ἀμέριστα ᾖ, οἷον μονὰς 
-Z//39col2/5	καὶ στιγμὴ καὶ σημεῖον καὶ 
-Z//39col2/6	φθόγγος καὶ τὰ τοιαῦτα. καὶ 
-Z//39col2/7	τῶν μεριστῶν δὲ ἄρα τὰ μέν 
-Z//39col2/8	ἐστιν ὁμοιομερῆ ὧν καὶ τὰ 
-Z//39col2/9	μέρη ὅμοια, οἷον ὕδωρ πῦρ 
-Z//39col2/10	χαλκὸς καὶ τὰ τοιαῦτα, 〈τὰ 
-Z//39col2/11	δὲ ἀνομοιομερῆ ὧν τὰ μέρη 
-Z//39col2/12	ἀνόμοια, οἷον οἰκία καὶ τὰ 
-Z//39col2/13	τοιαῦτα〉. 
-Z//39col2/20	            [67] 
-Z//39col2/21	  τῶν ὄντων τὰ μὲν αὐτὰ 
-Z//39col2/22	καθ' ἑαυτά ἐστι, τὰ δὲ πρός 
-Z//39col2/23	τι. αὐτὰ μὲν οὖν καθ' ἑαυτὰ 
-Z//39col2/24	ταῦτά ἐστιν, οἷον ἄνθρωπος 
-Z//39col2/25	οἰκία ἱμάτιον χρυσίον καὶ 
-Z//39col2/26	πάντα ὅσα ἁπλῶς, μὴ τῷ  
-Z//40col2/1	ἕτερόν τι εἶναι ἐξ ἀνάγκης 
-Z//40col2/2	ἐστί, τὰ δὲ πρός τι τοιαῦτα 
-Z//40col2/3	ἐστὶν οἷον τὸ διπλάσιον καὶ 
-Z//40col2/4	ἡ ἐπιστήμη· τό τε γὰρ δι-
-Z//40col2/5	πλάσιον πρὸς τὸ ἥμισυ λέ-
-Z//40col2/6	γεται καὶ ἡ ἐπιστήμη πρὸς 
-Z//40col2/7	ἄλλο τι.  
-Z//42/4	[3] 
-Z//42/5	  διαιρεῖται ἡ κακία εἰς τέσσαρα. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//42/6	ἀφροσύνη, ἓν δὲ ἀδικία, ἓν δὲ δειλία, ἓν δὲ ἀκολασία. ἔστι 
-Z//42/7	δὲ ἡ μὲν ἀφροσύνη ἐν τῷ λογιστικῷ, ἡ δὲ ἀδικία ἐν πᾶσι 
-Z//42/8	τούτοις τοῖς μέρεσι γίνεται, ἡ δὲ δειλία ἐν τῷ θυμικῷ, ἡ 
-Z//42/9	δὲ ἀκολασία ἐν τῷ ἐπιθυμητικῷ. τῆς κακίας ἄρα ἓν μέν 
-Z//42/10	ἐστιν ἀφροσύνη, ἓν δὲ ἀδικία, ἓν δὲ δειλία, ἓν δὲ ἀκολασία. 
-Z//42/13	[6] 
-Z//42/14	  διαιρεῖται τὰ κακὰ εἰς τρία. ἔστι γὰρ αὐτῶν τὰ μὲν ἐν 
-Z//42/15	ψυχῇ, τὰ δὲ ἐν σώματι, τὰ δὲ ἐκτός. ἔστι δὲ τὰ μὲν ἐν  
-Z//43/1	ψυχῇ, οἷον ἀφροσύνη ἀδικία δειλία ἀκολασία καὶ τὰ ἄλλα τὰ 
-Z//43/2	τοιαῦτα, τὰ δὲ ἐν σώματι, οἷον νόσος ἀσθένεια αἶσχος ἔχθρα 
-Z//43/3	καὶ τὰ ἄλλα τὰ τοιαῦτα, τὰ δὲ ἐκτός, οἷον πενία ἐχθροὶ 
-Z//43/4	ἀδοξία πόλεως καὶ τὰ ἄλλα τὰ τοιαῦτα. τῶν κακῶν ἄρα τὰ 
-Z//43/5	μέν ἐστιν ἐν ψυχῇ, τὰ δὲ ἐν σώματι, τὰ δὲ ἐκτός. 
-Z//43/8	[9] 
-Z//43/9	  διαιρεῖται ἡ ἄγνοια εἰς τρία. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//43/10	περὶ τὸ θεωρητικόν, ἓν δὲ περὶ τὸ πρακτικόν, ἓν δὲ περὶ 
-Z//43/11	τὸ ποιητικόν. ἔστι δὲ ἡ περὶ τὸ θεωρητικὸν ἡ ἐν ταῖς 
-Z//43/12	θεωρίαις ἄγνοια, ἡ δὲ περὶ τὸ ποιητικὸν ἡ ἐν ταῖς ποιήσε-
-Z//43/13	σιν, ἡ δὲ περὶ τὸ πρακτικὸν ἡ ἐν ταῖς πράξεσιν. τῆς 
-Z//43/14	ἀγνοίας ἄρα ἓν μέν ἐστι περὶ τὸ θεωρητικόν, ἓν δὲ περὶ 
-Z//43/15	τὸ ποιητικόν, ἓν δὲ περὶ τὸ πρακτικόν. 
-Z//43/17	[11] 
-Z//43/18	  διαιρεῖται ἡ δυσγένεια εἰς τρία. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//43/19	ἀπὸ ἀδόξων καὶ φαύλων γεγονέναι γονέων, ἓν δὲ ἀπὸ ἀδί-
-Z//43/20	κων καὶ πονηρῶν, ἓν δὲ ἀπ' αὐτῆς τῆς τοῦ ἔχοντος κακίας. 
-Z//43/21	ἔστι δὲ τὸ μὲν ἀπὸ ἀδόξων καὶ φαύλων γεγονέναι προγό-
-Z//43/22	νων, οἷον ἐὰν ὦσιν οἱ πρόγονοι ἀγεννεῖς κατὰ φύσιν ἢ ἄλ-
-Z//43/23	λως ἀνώνυμοι. τὸ δὲ ἀπὸ ἀδίκων καὶ μοχθηρῶν, οἷον ἐὰν 
-Z//43/24	ὦσι προδόται ἢ ἄλλην τινὰ ἀδικίαν καὶ μοχθηρίαν ἔχωσιν.  
-Z//44/1	τὸ δὲ ἀπ' αὐτῆς τῆς τοῦ ἔχοντος κακίας, οἷον ἐὰν ᾖ αὐτὸς 
-Z//44/2	ἄδικος ἢ κακοπράγμων ἢ ἄλλην τινὰ κακὴν δόξαν κατ' 
-Z//44/3	αὐτοῦ ἔχωσιν. τῆς δυσγενείας ἄρα ἐστὶν ἓν μὲν τὸ ἀπὸ 
-Z//44/4	ἀδόξων καὶ φαύλων προγόνων γεγονέναι, ἓν δὲ τὸ ἀπὸ ἀδί-
-Z//44/5	κων καὶ μοχθηρῶν, ἓν δὲ τὸ ἀπ' αὐτῆς τῆς τοῦ ἔχοντος 
-Z//44/6	κακίας καὶ μοχθηρίας. 
-Z//44/7	[12] 
-Z//44/8	  διαιρεῖται ἡ κίνησις εἰς τρία. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//44/9	κατὰ τόπον, ἓν δὲ κατὰ ἀλλοίωσιν, ἓν δὲ αὐτὴ καθ' ἑαυτὴν 
-Z//44/10	ἡ κίνησις. ἔστι δὲ ἡ μὲν κατὰ τόπον τὸ ἐξαλλάσσειν τό-
-Z//44/11	πον ἐκ τόπου, οἷον οἱ τρέχοντες καὶ πηδῶντες καὶ πλέοντες 
-Z//44/12	καὶ αἱ ἄλλαι αἱ τοιαῦται κινήσεις. ἡ δὲ κατὰ ἀλλοίωσιν, 
-Z//44/13	οἷον 〈οἱ〉 αὐξανόμενοι καὶ γηράσκοντες καὶ φθίνοντες καὶ 
-Z//44/14	ἄλλα τοιαῦτα. ἡ δὲ αὐτὴ καθ' ἑαυτήν, οἷον οἱ τροχοὶ καὶ 
-Z//44/15	οἱ ἔμβικες καὶ ὁ κόσμος καὶ ἄλλα τοιαῦτα. τῆς κινήσεως 
-Z//44/16	ἄρα τὸ μέν ἐστι κατὰ τόπον, τὸ δὲ κατὰ ἀλλοίωσιν, τὸ δὲ 
-Z//44/17	αὐτὴ καθ' ἑαυτήν. 
-Z//44/18	[13] 
-Z//44/19	  διαιρεῖται ἡ στάσις εἰς τρία. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//44/20	μονή, ἓν δὲ διχόνοια, ἓν δὲ βαρέων καὶ κούφων θεωρία. ἔστι  
-Z//45/1	δὲ ἡ μὲν μονὴ αὐτὴ ἐν ἑαυτῇ στάσις, οἷον οἱ νεκροὶ καὶ 
-Z//45/2	οἱ λίθοι πεπόνθασι, καὶ ἄλλα τοιαῦτα. ἡ δὲ διχόνοια τῶν 
-Z//45/3	πολιτῶν ἢ ἐχθρῶν ἢ ἄλλων τινῶν ζῴων κατ' ἔχθραν ἢ 
-Z//45/4	μάχην. ἡ δὲ βαρέων καὶ κούφων θεωρία, οἷον διὰ στάσεως 
-Z//45/5	τοῦ βαρέος καὶ 〈τοῦ〉 κούφου δοκιμασία. 
-Z//45/11	[19] 
-Z//45/12	  διαιρεῖται ὁ χρόνος εἰς τρία. ἔστι γὰρ ἢ παρεληλυθὼς 
-Z//45/13	ἢ παρὼν ἢ μέλλων, ὃν καὶ παρεσόμενον καλοῦσιν. εἰσὶ δὲ 
-Z//45/14	ἐν μὲν τῷ παρεληλυθότι μνῆμαι καὶ τὸ μνημονεύειν· ἅπαντες 
-Z//45/15	γὰρ τὰ παρῳχημένα μνημονεύουσιν. ἐν δὲ τῷ παρόντι αἱ 
-Z//45/16	ἐπιστῆμαι καὶ αἱ γνώσεις καὶ οἱ λογισμοὶ καὶ αἱ πράξεις 
-Z//45/17	αἱ πρασσόμεναι. ἐν δὲ τῷ μέλλοντι αἱ προσδοκίαι καὶ ἐλπί-
-Z//45/18	δες καὶ πᾶν τὸ τοιοῦτον.  
-Z//46/2	[21] 
-Z//46/3	  διαιρεῖται ἡ ὄρεξις τοῦ πράττειν εἰς τρία. ἔστι γὰρ αὐτῆς 
[0086]  [048]  [Divis]  []

-Z//46/4	ἓν μὲν τοῦ ἡδέος, ἓν δὲ τοῦ καλοῦ, ἓν δὲ τοῦ συμφέροντος. 
-Z//46/5	ἔστι δὲ ἡ μὲν τοῦ ἡδέος ὄρεξις 〈τὸ〉 ταῖς ἐπιθυμίαις ὑπ-
-Z//46/6	ηρετεῖν, ἡ δὲ τοῦ καλοῦ τιμῆς ἕνεκεν καὶ εὐδοξίας, ἡ δὲ 
-Z//46/7	τοῦ συμφέροντος κέρδους καὶ ὠφελείας ἕνεκεν γινομένη. 
-Z//46/8	[22] 
-Z//46/9	  διαίρεσις τῆς τῶν ὄντων ὀνομασίας εἰς πέντε γίνεται. 
-Z//46/10	ἔστι γὰρ αὐτῶν λεγόμενα τὰ μὲν ὥσπερ ἓν πρὸς πολλά, τὰ 
-Z//46/11	δὲ ὡς πολλὰ πρὸς πολλὰ καὶ πρὸς ἕν, τὰ δὲ ὡς ἀνόμοια 
-Z//46/12	[ὡς] πρὸς ὅμοια, τὰ δὲ ὡς ὅμοια πρὸς ὅμοια, τὰ δὲ ὡς ἓν 
-Z//46/13	πρὸς ἕν. τὰ μὲν οὖν ὡς ἓν πρὸς πολλά, οἷον τάχιστος καὶ  
-Z//47/1	μέγιστος καὶ κάλλιστος καὶ τὰ τοιαῦτα. τὰ δὲ ὡς πολλὰ πρὸς 
-Z//47/2	πολλὰ καὶ πρὸς ἕν, οἷον πλείω τάδε τῶνδε καὶ μείζω τάδε 
-Z//47/3	τῶνδε καὶ καλλίους οἵδε τῶνδε καὶ τὰ ἄλλα τὰ τοιαῦτα. τὰ 
-Z//47/4	δὲ ὡς ἀνόμοια [ὡς] πρὸς ὅμοια 〈......., τὰ δὲ ὡς ὅμοια 
-Z//47/5	πρὸς ὅμοια,〉 οἷον ἀδελφοὶ πρὸς ἀδελφοὺς καὶ φίλοι πρὸς 
-Z//47/6	φίλους καὶ τὰ τοιαῦτα. τὰ δὲ ὡς ἓν πρὸς ἕν, οἷον καλλίων 
-Z//47/7	ὅδε τοῦδε καὶ θάσσων ὅδε τοῦδε καὶ τὰ τοιαῦτα. 
-Z//47/10	[25] 
-Z//47/11	  διαιρεῖται τὰ ὄντα εἰς τρία. ἔστι γὰρ αὐτῶν τὰ μὲν κατ' 
-Z//47/12	οὐσίαν, τὰ δὲ κατὰ συμβεβηκός, τὰ δὲ κατὰ πάθος. ἔστι δὲ 
-Z//47/13	τὰ μὲν κατ' οὐσίαν, οἷον τὸ εἶναι ἄνθρωπον καὶ τὸ ἕκαστον 
-Z//47/14	τῶν ὄντων εἶναι, τὰ δὲ κατὰ συμβεβηκὸς, 〈οἷον〉 τὸ τρέχειν 
-Z//47/15	καὶ καθεύδειν καὶ ἄλλα τοιαῦτα, τὸ δὲ κατὰ πάθος, οἷον τὸ 
-Z//47/16	ἥδεσθαι καὶ λυπεῖσθαι καὶ θαρρεῖν καὶ φοβεῖσθαι καὶ τὰ 
-Z//47/17	τοιαῦτα.  
-Z//48/1	[27] 
-Z//48/2	  διαίρεσις τῶν βελτιόνων καὶ τῶν χειρόνων καὶ τῶν καλ-
-Z//48/3	λι〈όν〉ων καὶ αἰσχι〈όν〉ων καὶ λευκοτέρων καὶ μελανοτέρων· 
-Z//48/4	τούτων ἕκαστον λέγεται τριχῶς· ἢ γὰρ τοῦ ἐναντίου ἢ ἑαυ-
-Z//48/5	τοῦ ἢ μέσου, οἷον ἐναντίου βέλτιον εἶναι λέγεται τὸ ἀγαθὸν 
-Z//48/6	τοῦ κακοῦ, ὡς τῆς πανουργίας καὶ τῆς ἀφροσύνης ἡ φρό-
-Z//48/7	νησις, τοῦ δὲ μέσου λέγεται βέλτιον εἶναι τὸ ἀγαθὸν οἷον 
-Z//48/8	τοῦ μήτε ἀγαθοῦ μήτε κακοῦ, αὐτὸ δὲ ἑαυτοῦ λέγεται βέλ-
-Z//48/9	τιον καθὸ ἀγαθὸν ἀγαθοῦ, ἐὰν ἧττον τὸ ἕτερον. ὁμοίως 
-Z//48/10	δὲ καὶ τὸ καλόν· λέγεται γὰρ καὶ τοῦ αἰσχροῦ κάλλιον καὶ 
-Z//48/11	τοῦ μήτε αἰσχροῦ μήτε καλοῦ κάλλιον εἶναι, λέγεται δὲ καὶ 
-Z//48/12	τοῦ καλοῦ ἧττον δὲ καλοῦ κάλλιον εἶναι. ὁμοίως δὲ καὶ τὸ 
-Z//48/13	λευκότερον λέγεται· τὸ γὰρ λευκὸν καὶ τοῦ μέλανος λέγεται 
-Z//48/14	εἶναι λευκότερον καὶ τοῦ μήτε μέλανος ὄντος μήτε λευκοῦ, 
-Z//48/15	ὅπερ ἐστὶ μέσον. καὶ ἐπὶ τῶν ἄλλων δὲ τῶν οὕτως λεγο-
-Z//48/16	μένων τὸν αὐτὸν τρόπον ἔχειν φατέ. κατὰ τρεῖς ἄρα τρό-
-Z//48/17	πους λέγεται βελτίω καὶ χείρω καὶ καλλίω καὶ αἰσχίω καὶ 
-Z//48/18	λευκότερον καὶ μελανότερον. 
-Z//48/19	[28] 
-Z//48/20	  διαιρεῖται τὰ ἐξ ὧν πόλις οἰκεῖται εἰς τρία. ἔστι γὰρ 
-Z//48/21	αὐτῶν ἓν μὲν ἐκ τοῦ μαχίμου μέρους τῶν ἀνθρώπων, ἓν  
-Z//49/1	δὲ ἐκ τοῦ βουλεύεσθαι δυναμένου, ἓν δὲ ἐκ τοῦ ἐργάζεσθαι. 
-Z//49/2	τὸ μὲν οὖν μάχιμον μέρος τὸ ἄλκιμόν ἐστι, τὸ δὲ βουλεύ-
-Z//49/3	εσθαι δυνάμενον τὸ τῶν πρεσβυτέρων, τὸ δὲ ἐργάζεσθαι 
-Z//49/4	τὸ τῶν τεχνιτῶν καὶ γεωργῶν καὶ τῶν ἄλλων τῶν τοιούτων. 
-Z//49/5	τούτων δὲ ὅτι ἂν ἀπῇ, οὐ ῥᾳδίως ἡ πόλις οἰκεῖται. 
-Z//49/6	[29] 
-Z//49/7	  διαιρεῖται ἡ γένεσις εἰς τέσσαρα. ἔστι δὲ αὐτῆς ἓν μὲν 
-Z//49/8	ἐξ οὐκ ὄντος εἰς οὐσίαν μεταβάλλειν, οἷον τὸν οὐκ ὄντα 
-Z//49/9	υἱὸν γενέσθαι καὶ ἀνδριάντα τὸν οὐκ ὄντα γενέσθαι καὶ 
-Z//49/10	πάντα τὰ τοιαῦτα, ἓν δὲ ἐκ τόπου εἰς τόπον μεταβάλλειν 
-Z//49/11	καὶ τεθῆναι ἐν ἄλλῳ, οἷον οἱ πλέοντες καὶ πορευόμενοι καὶ 
-Z//49/12	πᾶν τὸ τοιοῦτον, ἓν δὲ ἕξεως καὶ διαθέσεως μεταβολή, οἷον 
-Z//49/13	τὸ ἐξ ἀπαιδεύτου πεπαιδευμένον γενέσθαι καὶ ἐκ νέου πρεσ-
-Z//49/14	βύτην καὶ ἐξ ἐχθροῦ φίλον, ἓν δὲ πραγμάτων μεταβολή, 
-Z//49/15	οἷον ἐκ πλουσίου πένητα καὶ ἐξ ἰδιώτου ἄρχοντα καὶ ἐξ 
-Z//49/16	ἄρχοντος ἰδιώτην γενέσθαι καὶ ἄλλα τοιαῦτα. 
-Z//49/17	[30] 
-Z//49/18	  διαιρεῖται τὸ ἀληθὲς εἰς τρία. ἔστι γὰρ αὐτοῦ ἓν μὲν τὸ 
-Z//49/19	πρᾶγμα ἀληθὲς εἶναι, ἓν δὲ τὸν λόγον, ἓν δὲ καὶ τὸ συν-
-Z//49/20	αμφότερον. ἔστι δὲ τὸ πρᾶγμα ἀληθές, ὅταν ᾖ οὕτως ἔχον 
-Z//49/21	καὶ οὐκ ἄλλως, οἷον τὸ τὸν θεὸν ἀθάνατον εἶναι· οὕτως 
-Z//49/22	γὰρ ἔχει τὸ πρᾶγμα καὶ οὐκ ἄλλως. τὸ δὲ λέγειν ‘οὗτος  
-Z//50/1	ἐστὶν ἀληθὴς λόγος’ τοῦ ἀληθοῦς ἐστιν· ἔστι γὰρ ὁ λόγος 
-Z//50/2	πρᾶγμα ὑπὸ τὸν λόγον τοῦτον ὄν. τὸ δὲ λέγειν ὅτι ‘οἱ 
-Z//50/3	ἄνθρωποι ἔμψυχοί εἰσι’, καὶ ὁ λόγος ἀληθής ἐστι καὶ τὸ 
-Z//50/4	πρᾶγμα. 
-Z//50/5	[31] 
-Z//50/6	  διαιρεῖται τὸ ψεῦδος εἰς τρία. ἔστι γὰρ αὐτοῦ ἓν μὲν 
-Z//50/7	τὸ τὸ πρᾶγμα εἶναι ψεῦδος, ἓν δὲ τὸν λόγον, ἓν δὲ τὸ συν-
-Z//50/8	αμφότερον. τὸ μὲν οὖν πρᾶγμά ἐστι ψεῦδος, ὅταν μὴ οὕτως 
-Z//50/9	ἔχῃ ὡς λέγεται ἀλλ' ἄλλως, οἷον 〈ὅτι〉 ὁ καθήμενός ἐστιν 
-Z//50/10	ἑστηκὼς ἢ ὁ λευκὸς 〈μέλας〉. ὁ δὲ λόγος ἔσται ψευδής, 
-Z//50/11	ὅταν τις λέγῃ τὸν ἀληθῆ λόγον εἶναι ψευδῆ, οἷον ὁ λέγων 
-Z//50/12	τὸν περὶ τοῦ θεοῦ λόγον [οἷον ὁ λέγων] ὅτι ἔστι θεὸς 
-Z//50/13	〈ἀθάνατος〉, καὶ τοῦτον ὁ φάσκων ψευδῆ εἶναι, ὁ λόγος 
-Z//50/14	οὗτός ἐστι ψευδής· οὐ γάρ ἐστιν ὑπὸ τὸν λόγον τοῦτον 
-Z//50/15	πρᾶγμα οὐδὲν ἀλλὰ ὁ λόγος. ὁ δὲ λέγων τὴν ἡμέραν νύκτα 
-Z//50/16	εἶναι καὶ τὸ πρᾶγμα ψεῦδος ἐρεῖ καὶ τὸν λόγον. 
-Z//50/17	[32] 
-Z//50/18	  διαιρεῖται ἡ τιμὴ εἰς τρία. ἔστι γὰρ αὐτῆς ἓν μὲν εἰς 
-Z//50/19	ἀργυρίου λόγον, ἓν δὲ εἰς ἐπαίνου λόγον, ἓν δὲ εἰς θερα-
-Z//50/20	πείας τινὸς καὶ ἐπιμελείας λόγον. τὸ μὲν οὖν εἰς ἀργυρίου 
-Z//50/21	λόγον ἐστὶν ἀξία ἐν πράσει καὶ ὠνήσει, οἷον ἄξια τῆς τιμῆς 
-Z//50/22	φαμεν εἶναι. τὸ δὲ εἰς ἐπαίνου λόγον [εἶναι], οἷον αἱ ἐν  
-Z//51/1	ταῖς πόλεσι τιμαὶ δι' ἐνίας πράξεις γινόμεναι καὶ δωρεαὶ 
-Z//51/2	διδόμεναι. τὸ δὲ εἰς θεραπείας λόγον καὶ ἐπιμελείας, οἷον 
-Z//51/3	τὸν θεὸν τιμῶμεν θεραπείᾳ τινὶ καὶ ἐπιμελείᾳ τινός, καὶ 
-Z//51/4	τοὺς γονεῖς δὲ τιμῶμεν, ὁμοίως δὲ καὶ τὰ ἄλλα τὰ διὰ 
-Z//51/5	θεραπείαν γινόμενα. 
-Z//51/7	[34] 
-Z//51/8	  διαιρεῖται τῶν ἐπιστημῶν ἡ κρίσις εἰς τρία. ἔστι γὰρ 
-Z//51/9	αὐτῶν ἓν μέν, ἂν ᾖ βελτιόνων ἢ καλλιόνων, ἓν δέ, ἂν ᾖ 
-Z//51/10	συμφερόντων μᾶλλον καὶ κατεπειγόντων, ἓν δέ, ἂν ᾖ τῶν 
-Z//51/11	ἀκριβεστέρων μᾶλλον δὲ καὶ εἰς ἀπόδειξιν συντεινόντων. 
-Z//51/12	ἔστι δὲ τὸ μὲν βελτιόνων καὶ καλλιόνων οἷον ἡ ἀνδριαντο-
-Z//51/13	ποιητικὴ τέχνη καὶ ἡ ἀγαλματοποιητικὴ καὶ ἡ πορφυροβα-
-Z//51/14	φικὴ καὶ αἱ τοιαῦται. συμφερόντων δὲ καὶ μᾶλλον κατεπει-
-Z//51/15	γόντων οἷον ἡ σκευοποιητικὴ [σκευικὴ] καὶ οἰκοδομικὴ καὶ 
-Z//51/16	αἱ τοιαῦται. ἀκριβεστέρων δὲ καὶ μᾶλλον εἰς ἀπόδειξιν συν-
-Z//51/17	τεινόντων αἵ τε μαθηματικαὶ καὶ ἡ φιλοσοφία. 
-Z//51/18	[35] 
-Z//51/19	  διαιρεῖται ὁ στρατηγὸς εἰς τρία. ἔστι γὰρ ἢ τῷ νόμῳ 
-Z//51/20	στρατηγὸς ἢ κατὰ δύναμίν τινα καὶ πραγμάτων κυρείαν 
-Z//51/21	στρατηγὸς ἢ κατὰ ἐπιστήμην. ἔστι δὲ ὁ μὲν κατὰ νόμον 
-Z//51/22	στρατηγὸς οἷον οἱ ἐν ταῖς πόλεσιν αἱρούμενοι, ὁ δὲ κατὰ 
